pays,ville,coordonnesgroup
États-Unis,Forsyth,Point(-93.1128 36.6867) | Point(-83.9381 33.035) | Point(-106.678 46.2667)
États-Unis,Grundy Center,Point(-92.773611111 42.361111111)
États-Unis,Lilydale,Point(-93.126111111 44.916111111)
États-Unis,Port Allen,Point(-91.21 30.4536)
États-Unis,Readlyn,Point(-92.226388888 42.703333333)
États-Unis,Wathena,Point(-94.9481 39.7622)
États-Unis,Ville Platte,Point(-92.2775 30.6892)
États-Unis,Aredale,Point(-93.004722222 42.835)
États-Unis,Bay St. Louis,Point(-89.344166666 30.314722222)
États-Unis,Celina,Point(-84.57 40.551388888) | Point(-85.50198 36.548379)
États-Unis,Kulm,Point(-98.948055555 46.301944444)
États-Unis,Los Altos,Point(-122.098 37.3681)
États-Unis,Ocean Springs,Point(-88.79722 30.40972)
États-Unis,Morgantown,Point(-79.950555555 39.633611111) | Point(-86.6925 37.2194)
États-Unis,Swan,Point(-93.311111111 41.466388888)
États-Unis,Wakefield,Point(-96.8675 42.2675) | Point(-97.0153 39.2161) | Point(-89.94 46.475277777)
États-Unis,College Place,Point(-118.3825 46.045)
États-Unis,Culdesac,Point(-116.67 46.375)
États-Unis,Goodridge,Point(-95.805833333 48.143888888)
États-Unis,Malad City,Point(-112.24917 42.19083)
États-Unis,McCracken,Point(-99.57194 38.585)
États-Unis,Napavine,Point(-122.910833333 46.579166666)
États-Unis,Nezperce,Point(-116.24 46.2344)
États-Unis,Priest River,Point(-116.909 48.1833)
États-Unis,Ririe,Point(-111.773 43.63)
États-Unis,Sebree,Point(-87.5294 37.6081)
États-Unis,Tetonia,Point(-111.16 43.8139)
États-Unis,Weippe,Point(-115.94 46.3783)
États-Unis,Aplington,Point(-92.8825 42.5825)
États-Unis,Grosse Pointe,Point(-82.916666666 42.383333333)
États-Unis,Hazleton,Point(-91.906666666 42.618333333) | Point(-75.9744 40.9589)
États-Unis,Marmarth,Point(-103.923055555 46.294722222)
États-Unis,McVille,Point(-98.176388888 47.765)
États-Unis,Morrowville,Point(-97.1722 39.8439)
États-Unis,State Center,Point(-93.1642 42.0158)
États-Unis,Upper Sandusky,Point(-83.2792 40.8297)
États-Unis,Konawa,Point(-96.752777777 34.959166666)
États-Unis,Norcatur,Point(-100.188 39.8364)
États-Unis,Owasso,Point(-95.828611111 36.290277777)
États-Unis,St. Augusta,Point(-94.19804 45.4583)
États-Unis,Belvidere,Point(-88.844166666 42.254722222)
États-Unis,Gilliam,Point(-93.0039 39.2331)
États-Unis,Hurstbourne,Point(-85.5925 38.2403)
États-Unis,Marks,Point(-90.27278 34.25472)
États-Unis,Matfield Green,Point(-96.56194 38.15944)
États-Unis,McDonald,Point(-101.37028 39.785)
États-Unis,Milbank,Point(-96.633611111 45.218611111)
États-Unis,Smolan,Point(-97.6839 38.7381)
États-Unis,Woodhaven,Point(-83.241666666 42.138888888)
États-Unis,Worthington,Point(-95.596388888 43.62) | Point(-83.0208 40.0914) | Point(-91.119444444 42.396666666) | Point(-82.7347 38.5506)
États-Unis,Alliance,Point(-102.870277777 42.101388888) | Point(-81.10806 40.91333)
États-Unis,Beverly,Point(-70.88 42.558333333) | Point(-74.9219 40.0648) | Point(-97.9747 39.0147)
États-Unis,Iona,Point(-111.929 43.5264) | Point(-95.784166666 43.915555555)
États-Unis,Thomas,Point(-79.497222222 39.148055555) | Point(-98.749419444 35.747613888)
États-Unis,Cudahy,Point(-118.1825 33.964166666) | Point(-87.861111111 42.948333333)
États-Unis,Hanford,Point(-119.645555555 36.3275)
États-Unis,Hawkinsville,Point(-83.4767 32.2836)
États-Unis,Manawa,Point(-88.919166666 44.460555555)
États-Unis,Owenton,Point(-84.8394 38.5367)
États-Unis,Reedsburg,Point(-90.002777777 43.533888888)
États-Unis,Richland Center,Point(-90.384722222 43.337777777)
États-Unis,Robstown,Point(-97.6694 27.7925)
États-Unis,Stoughton,Point(-89.224444444 42.921111111)
États-Unis,Waupaca,Point(-89.081666666 44.355)
États-Unis,Whitewater,Point(-97.1475 37.9631) | Point(-88.736111111 42.835)
États-Unis,"Blackduck, Minnesota",Point(-94.54861111 47.73305556)
États-Unis,Duncombe,Point(-93.992777777 42.47)
États-Unis,Elk Run Heights,Point(-92.257222222 42.468611111)
États-Unis,Elko New Market,Point(-93.3269 44.5647)
États-Unis,Eskridge,Point(-96.1075 38.8586)
États-Unis,Exira,Point(-94.878333333 41.591666666)
États-Unis,Farnhamville,Point(-94.406388888 42.276388888)
États-Unis,Gilmore City,Point(-94.4425 42.730555555)
États-Unis,Hospers,Point(-95.904722222 43.071111111)
États-Unis,Kamrar,Point(-93.728611111 42.391944444)
États-Unis,Keomah Village,Point(-92.536388888 41.289444444)
États-Unis,Knierim,Point(-94.456388888 42.455277777)
États-Unis,Marble Rock,Point(-92.867777777 42.964722222)
États-Unis,Missouri Valley,Point(-95.893888888 41.558888888)
États-Unis,Mullinville,Point(-99.4764 37.5867)
États-Unis,Ocheyedan,Point(-95.535277777 43.414444444)
États-Unis,Osterdock,Point(-91.161666666 42.729722222)
États-Unis,Randalia,Point(-91.886944444 42.862222222)
États-Unis,Spring Lake Park,Point(-93.238055555 45.107777777)
États-Unis,Vermillion,Point(-96.926944444 42.781111111) | Point(-92.96715 44.67358) | Point(-96.2653 39.7189)
États-Unis,villa Park,Point(-117.811111111 33.816111111)
États-Unis,Vineyard,Point(-111.757777777 40.303888888)
États-Unis,Woodland Mills,Point(-89.1125 36.475277777)
États-Unis,Cheboygan,Point(-84.474444444 45.646944444)
États-Unis,Meadowview Estates,Point(-85.63583 38.22389)
États-Unis,Chanute,Point(-95.456388888 37.676944444)
États-Unis,Garvin,Point(-95.755833333 44.214444444)
États-Unis,Halstead,Point(-97.5083 38.0011)
États-Unis,Haviland,Point(-99.1056 37.6167)
États-Unis,Laguna Beach,Point(-117.766666666 33.533333333)
États-Unis,Lake Shore,Point(-94.360555555 46.485555555)
États-Unis,Laurinburg,Point(-79.470277777 34.764722222)
États-Unis,Macksville,Point(-98.968611111 37.958333333)
États-Unis,Osborn,Point(-94.3564 39.7489)
États-Unis,Pond Creek,Point(-97.801944444 36.668611111)
États-Unis,Ricketts,Point(-95.574444444 42.129444444)
États-Unis,Roxboro,Point(-78.981944444 36.391666666)
États-Unis,Sartell,Point(-94.206111111 45.620277777)
États-Unis,Shively,Point(-85.8161 38.1931)
États-Unis,Weirton,Point(-80.583333333 40.416666666)
États-Unis,Gregory,Point(-97.2925 27.9206) | Point(-99.428611111 43.233888888)
États-Unis,Herman,Point(-96.143333333 45.808611111)
États-Unis,Carrsville,Point(-88.375 37.3981)
États-Unis,Columbia Heights,Point(-93.247497 45.041083)
États-Unis,Poulan,Point(-83.7911 31.5136)
États-Unis,Sopchoppy,Point(-84.491111111 30.06)
États-Unis,Wewahitchka,Point(-85.198611111 30.114166666)
États-Unis,Hesston,Point(-97.4294 38.1392)
États-Unis,Hohenwald,Point(-87.551388888 35.547222222)
États-Unis,Amador City,Point(-120.824166666 38.419444444)
États-Unis,Lavonia,Point(-83.1064 34.4361)
États-Unis,South Pittsburg,Point(-85.710555555 35.008333333)
États-Unis,Willoughby,Point(-81.4097 41.6458)
États-Unis,Blakely,Point(-84.9339 31.3767)
États-Unis,Brandon,Point(-92.004166666 42.314166666) | Point(-95.598611111 45.965277777) | Point(-89.9983 32.2803) | Point(-96.57194444 43.59472222)
États-Unis,Buffalo Center,Point(-93.948333333 43.386388888)
États-Unis,Centennial,Point(-104.843888888 39.596388888)
États-Unis,Center City,Point(-92.817222222 45.395)
États-Unis,Chattahoochee,Point(-84.833333333 30.7)
États-Unis,Churdan,Point(-94.476666666 42.155)
États-Unis,Clutier,Point(-92.403333333 42.078888888)
États-Unis,Columbus City,Point(-91.375833333 41.258333333)
États-Unis,Correctionville,Point(-95.784722222 42.476666666)
États-Unis,Early,Point(-95.151388888 42.461944444) | Point(-98.9411 31.7447)
États-Unis,Forada,Point(-95.355555555 45.792222222)
États-Unis,Garber,Point(-97.581944444 36.436666666) | Point(-91.263055555 42.743888888)
États-Unis,Gibbon,Point(-98.844444444 40.747777777) | Point(-94.526388888 44.533888888)
États-Unis,Guymon,Point(-101.479444444 36.685277777)
États-Unis,Hanlontown,Point(-93.379444444 43.280833333)
États-Unis,Harper Woods,Point(-82.925 42.438055555)
États-Unis,Hephzibah,Point(-82.0981 33.3042)
États-Unis,Hornick,Point(-96.096666666 42.230833333)
États-Unis,Jolley,Point(-94.718055555 42.479166666)
États-Unis,Lacona,Point(-93.3844 41.1889)
États-Unis,LeRoy,Point(-95.6331 38.0839)
États-Unis,Linn Grove,Point(-95.241944444 42.8925)
États-Unis,Luxemburg,Point(-91.076666666 42.604722222)
États-Unis,Madill,Point(-96.773611111 34.091388888)
États-Unis,Mebane,Point(-79.270833333 36.095833333)
États-Unis,North St. Paul,Point(-92.998333333 45.012777777)
États-Unis,Numa,Point(-92.978611111 40.685555555)
États-Unis,Panora,Point(-94.363611111 41.692222222)
États-Unis,Plano,Point(-96.75 33.05) | Point(-88.536111111 41.663055555) | Point(-93.046388888 40.756111111)
États-Unis,Rock Valley,Point(-96.296388888 43.201666666)
États-Unis,Rudd,Point(-92.903611111 43.128611111)
États-Unis,Saint Peter,Point(-93.966666 44.333333)
États-Unis,Schaller,Point(-95.294166666 42.497222222)
États-Unis,Sebeka,Point(-95.088888888 46.63)
États-Unis,Sigourney,Point(-92.203333333 41.333333333)
États-Unis,St. Lucas,Point(-91.934722222 43.063888888)
États-Unis,Wadsworth,Point(-81.7297 41.0278)
États-Unis,Woolstock,Point(-93.845 42.566666666)
États-Unis,Argonia,Point(-97.76611 37.26528)
États-Unis,Blue Ridge Manor,Point(-85.5653 38.2436)
États-Unis,Byromville,Point(-83.9081 32.2014)
États-Unis,Cedar Key,Point(-83.041667 29.145556)
États-Unis,"Hahira, Georgia",Point(-83.3714 30.9906)
États-Unis,Jeanerette,Point(-91.6725 29.9164)
États-Unis,Jeffersontown,Point(-85.5736 38.2061)
États-Unis,Kincaid,Point(-95.1536 38.0836)
États-Unis,villa Rica,Point(-84.92 33.7319)
États-Unis,Plummer,Point(-116.884 47.3333) | Point(-96.041666666 47.911388888)
États-Unis,Chicopee,Point(-72.608333333 42.148611111)
États-Unis,Steelville,Point(-91.3553 37.9686)
États-Unis,Dunkirk,Point(-85.2097 40.3744) | Point(-79.333888888 42.479444444)
États-Unis,Mazeppa,Point(-92.545 44.273055555) | Point(-76.988055555 40.983333333)
États-Unis,Prairie City,Point(-93.236666666 41.598055555) | Point(-118.709166666 44.459444444)
États-Unis,Alberta,Point(-96.04833333 45.57361111)
États-Unis,Antler,Point(-101.281944444 48.971388888)
États-Unis,Beach,Point(-104.004444444 46.915833333)
États-Unis,Columbia City,Point(-122.813333333 45.891944444) | Point(-85.4878 41.1586) | Point(-122.287 47.5607)
États-Unis,Elk City,Point(-99.423888888 35.402777777) | Point(-95.9103 37.2903)
États-Unis,Fergus Falls,Point(-96.0775581 46.2830152)
États-Unis,Folly Beach,Point(-79.939166666 32.666111111)
États-Unis,Fort Thomas,Point(-84.4514 39.0761)
États-Unis,Idanha,Point(-122.090833333 44.705)
États-Unis,Landrum,Point(-82.186111111 35.175277777)
États-Unis,Leesburg,Point(-84.170833333 31.732777777) | Point(-81.883333333 28.810555555)
États-Unis,Madisonville,Point(-87.50194 37.3325) | Point(-95.9125 30.95083) | Point(-84.362777777 35.520555555)
États-Unis,Minneapolis,Point(-93.269166666 44.981944444) | Point(-97.705 39.12444)
États-Unis,Paxico,Point(-96.1678 39.0681)
États-Unis,Plevna,Point(-98.3094 37.9722)
États-Unis,Port Gibson,Point(-90.9831 31.9561)
États-Unis,Sayre,Point(-99.636666666 35.298888888)
États-Unis,Vadnais Heights,Point(-93.073888888 45.0575)
États-Unis,Woodland Hills,Point(-111.653888888 40.013611111) | Point(-85.5294 38.2392)
États-Unis,Lakeside Park,Point(-84.5681 39.0331)
États-Unis,Pewee Valley,Point(-85.4892 38.3094)
États-Unis,Satellite Beach,Point(-80.596666666 28.173333333)
États-Unis,South Heart,Point(-102.992222222 46.863888888)
États-Unis,Tonkawa,Point(-97.309166666 36.680277777)
États-Unis,Athena,Point(-118.491111111 45.814166666)
États-Unis,Nikolai,Point(-154.375 63.0125)
États-Unis,Robbins,Point(-79.580277777 35.43)
États-Unis,Kendallville,Point(-85.2606 41.4417)
États-Unis,Altoona,Point(-93.4725 41.65) | Point(-91.442222222 44.804166666) | Point(-95.66167 37.52667) | Point(-78.3997 40.5107)
États-Unis,Bowbells,Point(-102.2462 48.8038)
États-Unis,Caseville,Point(-83.271388888 43.941111111)
États-Unis,Claxton,Point(-81.9086 32.1608)
États-Unis,Coates,Point(-93.034722222 44.717222222)
États-Unis,Coleraine,Point(-93.427777777 47.288888888)
États-Unis,Dighton,Point(-100.465 38.4814)
États-Unis,Hapeville,Point(-84.4103 33.6625)
États-Unis,Healdton,Point(-97.484444444 34.231666666)
États-Unis,Lincolnton,Point(-82.4764 33.7944) | Point(-81.242777777 35.474166666)
États-Unis,O'Donnell,Point(-101.82889 32.965)
États-Unis,Palm Coast,Point(-81.223333333 29.538055555)
États-Unis,Parkston,Point(-97.987222222 43.394166666)
États-Unis,Ralston,Point(-94.630555555 42.041666666) | Point(-96.037222222 41.202222222)
États-Unis,Roanoke Rapids,Point(-77.654722222 36.454444444)
États-Unis,Roslyn,Point(-121.003055555 47.225)
États-Unis,Sunny Side,Point(-84.2903 33.3417)
États-Unis,West Buechel,Point(-85.6633 38.1953)
États-Unis,West St. Paul,Point(-93.0875 44.9075)
États-Unis,Friend,Point(-97.285833333 40.652222222)
États-Unis,Savage,Point(-93.336388888 44.779166666)
États-Unis,Carrabelle,Point(-84.665833333 29.853888888)
États-Unis,Hardeeville,Point(-81.078611111 32.283888888)
États-Unis,Madeira Beach,Point(-82.790555555 27.795833333)
États-Unis,Pahokee,Point(-80.659722222 26.824722222)
États-Unis,Port Richey,Point(-82.723055555 28.274722222)
États-Unis,Sistersville,Point(-80.9978 39.5617)
États-Unis,South Daytona,Point(-81.009166666 29.165277777)
États-Unis,Vergas,Point(-95.805277777 46.656666666)
États-Unis,Willacoochee,Point(-83.0464 31.3353)
États-Unis,Winter Garden,Point(-81.584166666 28.560277777)
États-Unis,Tappen,Point(-99.633611111 46.875833333)
États-Unis,Beasley,Point(-95.9172 29.4964)
États-Unis,Cincinnati,Point(-84.5 39.133333333) | Point(-92.923611111 40.630277777)
États-Unis,Des Plaines,Point(-87.899722222 42.033888888)
États-Unis,Ridgeside,Point(-85.248055555 35.035)
États-Unis,Watonga,Point(-98.411666666 35.849166666)
États-Unis,Turner,Point(-122.952777777 44.845833333)
États-Unis,Belgrade,Point(-111.175 45.775) | Point(-95.003333333 45.451388888)
États-Unis,Bridgman,Point(-86.556944444 41.943055555)
États-Unis,Coin,Point(-95.234166666 40.656944444)
États-Unis,"Doraville, Georgia",Point(-84.2739 33.9053)
États-Unis,Emerado,Point(-97.364166666 47.921666666)
États-Unis,Grandview Heights,Point(-83.0411 39.9806)
États-Unis,Livonia,Point(-83.371111111 42.401111111)
États-Unis,Ormsby,Point(-94.697777777 43.848333333)
États-Unis,Pensacola,Point(-87.2 30.433333333)
États-Unis,Perley,Point(-96.805277777 47.177777777)
États-Unis,Philip,Point(-101.666111111 44.04)
États-Unis,Pigeon Forge,Point(-83.564166666 35.793888888)
États-Unis,Proctor,Point(-92.225555555 46.747222222)
États-Unis,Smiths Grove,Point(-86.2075 37.0533)
États-Unis,Spring Mill,Point(-85.6325 38.1442)
États-Unis,St. Regis Park,Point(-85.6167 38.2286)
États-Unis,Woodburn,Point(-122.858333333 45.147222222) | Point(-93.598611111 41.011666666) | Point(-86.5311 36.8417) | Point(-84.8528 41.1261)
États-Unis,Crab Orchard,Point(-84.877222222 35.905833333) | Point(-84.5081 37.4622)
États-Unis,Grosse Pointe Shores,Point(-82.870833333 42.438611111)
États-Unis,Littlefork,Point(-93.555833333 48.398888888)
États-Unis,Mapleview,Point(-92.979444444 43.688888888)
États-Unis,New Munich,Point(-94.75333333 45.62861111)
États-Unis,Nisswa,Point(-94.29416667 46.50805556)
États-Unis,Randall,Point(-93.6025 42.2375) | Point(-98.0442 39.6425) | Point(-94.503611111 46.091111111)
États-Unis,Raywick,Point(-85.4297 37.5606)
États-Unis,Renville,Point(-95.211666666 44.789166666)
États-Unis,Salmon,Point(-113.903 45.1781)
États-Unis,Veneta,Point(-123.3525 44.05)
États-Unis,Siletz,Point(-123.92 44.721666666)
États-Unis,St. Marys Point,Point(-92.770833333 44.916388888)
États-Unis,Strandquist,Point(-96.447222222 48.490277777)
États-Unis,Swartz Creek,Point(-83.83051 42.95725)
États-Unis,Truman,Point(-94.43361111 43.82805556)
États-Unis,Van Wert,Point(-84.583333333 40.867777777) | Point(-93.793333333 40.87)
États-Unis,West Okoboji,Point(-95.158888888 43.35)
États-Unis,Koyuk,Point(-161.15833 64.93083)
États-Unis,Le Sueur,Point(-93.908888888 44.465833333)
États-Unis,Wewoka,Point(-96.494444444 35.149444444)
États-Unis,Ainsworth,Point(-99.858888888 42.5475) | Point(-91.554166666 41.290277777)
États-Unis,Algoma,Point(-87.442222222 44.608333333)
États-Unis,Alhambra,Point(-118.135 34.081944444)
États-Unis,Allen,Point(-96.663055555 33.099722222) | Point(-82.72556 37.61333) | Point(-96.17028 38.65639)
États-Unis,Alpine,Point(-103.665555555 30.360833333) | Point(-111.773611111 40.456388888)
États-Unis,Alva,Point(-98.667777777 36.805833333)
États-Unis,Americus,Point(-96.25944 38.50639) | Point(-84.234722 32.067222)
États-Unis,Amity,Point(-93.46389 34.26611) | Point(-123.205555555 45.116388888)
États-Unis,Ammon,Point(-111.968055555 43.476388888)
États-Unis,Buck Grove,Point(-95.397222222 41.918611111)
États-Unis,Dallas Center,Point(-93.960833333 41.684444444)
États-Unis,Grand Junction,Point(-108.567 39.0667) | Point(-89.190277777 35.048055555) | Point(-94.2353 42.0311)
États-Unis,Jewell Junction,Point(-93.641111111 42.3075)
États-Unis,Lohrville,Point(-94.547777777 42.268611111)
États-Unis,Lone Elm,Point(-95.2425 38.0797)
États-Unis,Wallingford,Point(-94.793333333 43.319166666)
États-Unis,Brinsmade,Point(-99.322777777 48.183333333)
États-Unis,Lake Butler,Point(-82.340833333 30.021666666)
États-Unis,Lake St. Croix Beach,Point(-92.77 44.921944444)
États-Unis,McMechen,Point(-80.731388888 39.987222222)
États-Unis,Mount Healthy,Point(-84.5472 39.2319)
États-Unis,North College Hill,Point(-84.5525 39.2172)
États-Unis,Brownell,Point(-99.7458 38.6397)
États-Unis,Clearbrook,Point(-95.4275 47.6944)
États-Unis,Evart,Point(-85.258055555 43.900555555)
États-Unis,La Cygne,Point(-94.7622 38.3469)
États-Unis,Leary,Point(-94.2211 33.4694) | Point(-84.5133 31.4856)
États-Unis,Plainwell,Point(-85.648888888 42.44)
États-Unis,Prairie View,Point(-95.9917 30.0822) | Point(-99.5733 39.8317)
États-Unis,St. Vincent,Point(-97.226111111 48.968333333)
États-Unis,Chattahoochee Hills,Point(-84.760555555 33.550555555)
États-Unis,East Ellijay,Point(-84.4760946 34.6759169)
États-Unis,Flovilla,Point(-83.902902 33.252406)
États-Unis,Gruetli-Laager,Point(-85.623611111 35.373055555)
États-Unis,Mounds,Point(-89.2023672 37.1144914)
États-Unis,Remerton,Point(-83.3084634 30.8441421)
États-Unis,Antioch,Point(-121.805833333 38.005)
États-Unis,Arispe,Point(-94.218888888 40.948888888)
États-Unis,Ash Grove,Point(-93.5839 37.3156)
États-Unis,Ashby,Point(-95.8175 46.09305556)
États-Unis,Attica,Point(-87.2469 40.2903) | Point(-98.2275 37.2422)
États-Unis,Axtell,Point(-96.2572 39.8725)
États-Unis,Chanhassen,Point(-93.530555555 44.862222222)
États-Unis,Charles Town,Point(-77.856111111 39.284166666)
États-Unis,Forman,Point(-97.637222222 46.105277777)
États-Unis,Huber Heights,Point(-84.1275 39.850833333)
États-Unis,Mendota Heights,Point(-93.135 44.88694444)
États-Unis,Pioneer Village,Point(-85.6778 38.0597)
États-Unis,Pryor Creek,Point(-95.313888888 36.299722222)
États-Unis,Scotts Mills,Point(-122.667 45.0419)
États-Unis,Steele,Point(-89.8294 36.0856) | Point(-99.916606 46.856066)
États-Unis,Strong City,Point(-96.5375 38.3947)
États-Unis,Wahpeton,Point(-95.173888888 43.371944444) | Point(-96.610555555 46.27)
États-Unis,West Springfield,Point(-72.620833333 42.106944444)
États-Unis,Butte Falls,Point(-122.5675 42.5425)
États-Unis,Crestview Hills,Point(-84.5667 39.0264)
États-Unis,Leitchfield,Point(-86.293888888 37.483611111)
États-Unis,Lynnview,Point(-85.7103 38.1789)
États-Unis,Pick City,Point(-101.456666666 47.511944444)
États-Unis,Big Stone City,Point(-96.462777777 45.294722222)
États-Unis,Cedar Mills,Point(-94.5225 44.943055555)
États-Unis,Dwight,Point(-96.739166666 46.304166666) | Point(-96.595 38.8447)
États-Unis,Fosston,Point(-95.751388888 47.576388888)
États-Unis,Grantville,Point(-84.8269 33.2372)
États-Unis,Hillview,Point(-85.6856 38.0697)
États-Unis,Lismore,Point(-95.947222222 43.747777777)
États-Unis,Lonsdale,Point(-93.430555555 44.48)
États-Unis,Monango,Point(-98.593888888 46.1725)
États-Unis,Nortonville,Point(-95.3317 39.4175) | Point(-87.4561 37.1878)
États-Unis,Palm Valley,Point(-97.7539 26.2036)
États-Unis,Willits,Point(-123.355555555 39.409722222)
États-Unis,Yoncalla,Point(-123.285555555 43.599166666)
États-Unis,Canton City,Point(-97.667222222 48.687777777)
États-Unis,Centerton,Point(-94.286666666 36.361666666)
États-Unis,Baker,Point(-91.1572 30.5856) | Point(-104.275 46.364722222)
États-Unis,Balmorhea,Point(-103.742 30.9839)
États-Unis,Bangor,Point(-68.7675 44.803055555) | Point(-86.113055555 42.3125)
États-Unis,Barnes,Point(-96.8731 39.7114)
États-Unis,Barnum,Point(-94.3644 42.5067) | Point(-92.68853 46.503)
États-Unis,Barnwell,Point(-81.363333333 33.244444444)
États-Unis,Barrett,Point(-95.0619 29.8719) | Point(-95.890277777 45.910555555)
États-Unis,Bath,Point(-69.8225 43.916388888)
États-Unis,Battle Creek,Point(-95.599444444 42.316944444) | Point(-85.204166666 42.312222222) | Point(-97.598888888 41.999166666)
États-Unis,Baxter,Point(-93.150833333 41.824444444) | Point(-94.286666666 46.343333333)
États-Unis,Beatrice,Point(-96.743055555 40.268333333)
États-Unis,Norco,Point(-117.561388888 33.927222222)
États-Unis,Oklee,Point(-95.854444444 47.839166666)
États-Unis,Puryear,Point(-88.333888888 36.444722222)
États-Unis,Sargeant,Point(-92.802222222 43.805277777)
États-Unis,Sevierville,Point(-83.57 35.8775)
États-Unis,Askov,Point(-92.7825 46.186666666)
États-Unis,Coburg,Point(-95.265833333 40.916666666) | Point(-123.063611111 44.137222222)
États-Unis,Colesburg,Point(-91.201111111 42.64)
États-Unis,Kwethluk,Point(-161.418556 60.802332)
États-Unis,Oviedo,Point(-81.195833333 28.659722222)
États-Unis,Saint Francis,Point(-101.801 39.7714)
États-Unis,Tonka Bay,Point(-93.593055555 44.908611111)
États-Unis,Waverly Hall,Point(-84.7383 32.6847)
États-Unis,Willow River,Point(-92.841388888 46.318333333)
États-Unis,Wolford,Point(-99.705555555 48.498055555)
États-Unis,Island,Point(-87.1467 37.4425)
États-Unis,Visalia,Point(-119.331944444 36.317222222)
États-Unis,Belleair Beach,Point(-82.839444444 27.924722222)
États-Unis,Dade City,Point(-82.193333333 28.361388888)
États-Unis,Des Arc,Point(-91.500555555 34.975555555)
États-Unis,Frostproof,Point(-81.530555555 27.746111111)
États-Unis,Hackensack,Point(-94.520555555 46.930833333) | Point(-74.048055555 40.887777777)
États-Unis,Lane,Point(-95.0822 38.4403)
États-Unis,Luthersville,Point(-84.7453 33.2092)
États-Unis,Maryhill Estates,Point(-85.6525 38.26611)
États-Unis,Red Oak,Point(-96.8061 32.5256) | Point(-95.227222222 41.011666666)
États-Unis,Regal,Point(-94.845555555 45.407222222)
États-Unis,Rolling Meadows,Point(-88.0251756 42.0746606)
États-Unis,Sadieville,Point(-84.5356 38.3917)
États-Unis,Sibley,Point(-95.746388888 43.403055555) | Point(-97.965277777 47.214722222)
États-Unis,Cottonwood Falls,Point(-96.5431 38.3681)
États-Unis,West Chester,Point(-91.816666666 41.338611111)
États-Unis,West Miami,Point(-80.296666666 25.757222222)
États-Unis,West Mineral,Point(-94.9261 37.2833)
États-Unis,Deephaven,Point(-93.5225 44.929722222)
États-Unis,Dodge Center,Point(-92.855 44.028888888)
États-Unis,Fishers,Point(-86.012777777 39.956111111)
États-Unis,Hamberg,Point(-99.5139 47.7614)
États-Unis,Havensville,Point(-96.0772 39.5106)
États-Unis,Hazel Run,Point(-95.715 44.751944444)
États-Unis,Holdingford,Point(-94.466666666 45.733333333)
États-Unis,Iron Junction,Point(-92.603611111 47.418888888)
États-Unis,Mount Angel,Point(-122.796944444 45.068888888)
États-Unis,Munfordville,Point(-85.8978 37.2767)
États-Unis,St. Bonifacius,Point(-93.743888888 44.904444444)
États-Unis,Westerville,Point(-82.9214 40.1236)
États-Unis,Zwingle,Point(-90.686944444 42.297777777)
États-Unis,Bonnieville,Point(-85.9033 37.3747)
États-Unis,Adair,Point(-94.643888888 41.5)
États-Unis,Adamsville,Point(-86.95611 33.60094)
États-Unis,Adelphi,Point(-96.144522222 32.839372222)
États-Unis,Lebanon Junction,Point(-85.7272 37.8361)
États-Unis,Norbourne Estates,Point(-85.6472 38.2469)
États-Unis,Alvord,Point(-96.303611111 43.342222222)
États-Unis,Belpre,Point(-81.585 39.2803) | Point(-99.0997 37.9511)
États-Unis,Bussey,Point(-92.885277777 41.205277777)
États-Unis,Coralville,Point(-91.586666666 41.688333333)
États-Unis,Guthrie Center,Point(-94.500833333 41.679722222)
États-Unis,Le Center,Point(-93.730277777 44.389444444)
États-Unis,Ledyard,Point(-94.160555555 43.421111111)
États-Unis,Lockridge,Point(-91.751666666 40.995)
États-Unis,Mauldin,Point(-82.300555555 34.780833333)
États-Unis,Mondamin,Point(-96.021111111 41.709722222)
États-Unis,Mondovi,Point(-91.669722222 44.568888888)
États-Unis,Moulton,Point(-87.285621 34.482307) | Point(-92.677777777 40.685277777)
États-Unis,New Prague,Point(-93.576111111 44.543333333)
États-Unis,Northome,Point(-94.278888888 47.873055555)
États-Unis,Olds,Point(-91.5456 41.1333)
États-Unis,Paullina,Point(-95.686944444 42.978611111)
États-Unis,Protivin,Point(-92.092777777 43.215555555)
États-Unis,Quimby,Point(-95.642777777 42.629722222)
États-Unis,Runnells,Point(-93.356944444 41.5125)
États-Unis,Sac City,Point(-94.995 42.421111111)
États-Unis,Swea City,Point(-94.309166666 43.383611111)
États-Unis,Winnebago,Point(-94.165833333 43.767777777)
États-Unis,Zumbro Falls,Point(-92.422222222 44.283333333)
États-Unis,Andale,Point(-97.62889 37.79111)
États-Unis,Belle Meade,Point(-86.854942 36.105558)
États-Unis,Cimarron,Point(-100.348 37.8083)
États-Unis,College Springs,Point(-95.121941666 40.620877777)
États-Unis,Enderlin,Point(-97.6 46.6225)
États-Unis,Cuyuna,Point(-93.923055555 46.516944444)
États-Unis,Fox Chase,Point(-85.6942 38.0464)
États-Unis,Drakesville,Point(-92.481111111 40.799166666)
États-Unis,Edmore,Point(-98.455277777 48.411666666)
États-Unis,Goessel,Point(-97.3481 38.2469)
États-Unis,Gonvick,Point(-95.513611111 47.7375)
États-Unis,Gove City,Point(-100.487 38.9594)
États-Unis,Hubbard,Point(-80.5692 41.1572) | Point(-96.7972 31.8475) | Point(-122.807222222 45.182222222) | Point(-93.300833333 42.305)
États-Unis,Jenks,Point(-95.979722222 36.010277777)
