nom,leonoreid,datenaissance,ville,coordinatelieuN,datedeces,villedc,coordinatelieudc
Henri Maupoil,19800035/1097/25912,1891-07-11T00:00:00Z,Dezize-lès-Maranges,Point(4.656666666 46.911111111),1971-11-30T00:00:00Z,Dezize-lès-Maranges,Point(4.656666666 46.911111111)
Adolphe Pégoud,LH/2080/35,1889-06-13T00:00:00Z,Montferrat,Point(5.590833333 45.487777777),1915-08-31T00:00:00Z,Petit-Croix,Point(6.972777777 47.613611111)
Gabriel Fabre,LH/919/55,1774-02-20T00:00:00Z,Vannes,Point(-2.761666666 47.655),1858-05-12T00:00:00Z,Laval,Point(-0.77 48.072777777)
Henri Rolland,19800035/1056/21670,1887-01-01T00:00:00Z,Nice,Point(7.268333333 43.701944444),1970-12-04T00:00:00Z,Saint-Rémy-de-Provence,Point(4.831666666 43.789444444)
Henri Breuil,19800035/799/90494,1877-02-28T00:00:00Z,Mortain,Point(-0.940833333 48.647777777),1961-08-14T00:00:00Z,L'Isle-Adam,Point(2.222777777 49.111111111)
Henri Breuil,19800035/799/90494,1877-02-28T00:00:00Z,Mortain,Point(-0.940833333 48.647777777),1961-08-17T00:00:00Z,L'Isle-Adam,Point(2.222777777 49.111111111)
Dominique-Jean Larrey,LH/1486/79,1766-07-08T00:00:00Z,Beaudéan,Point(0.168611111 43.028333333),1842-07-25T00:00:00Z,Lyon,Point(4.841388888 45.758888888)
Victorien Sardou,LH/2459/68,1831-09-05T00:00:00Z,Paris,Point(2.351388888 48.856944444),1908-11-08T00:00:00Z,Marly-le-Roi,Point(2.094166666 48.866944444)
Félix Hément,LH/1280/49,1827-01-22T00:00:00Z,Avignon,Point(4.808333333 43.948611111),1891-10-05T00:00:00Z,Nanterre,Point(2.203611111 48.890555555)
Hippolyte Flandrin,LH/980/51,1809-03-23T00:00:00Z,Lyon,Point(4.841388888 45.758888888),1864-03-21T00:00:00Z,Rome,Point(12.482777777 41.893055555)
Henri de Maistre,19800035/28/3535,1891-04-14T00:00:00Z,Saumur,Point(-0.078055555 47.259166666),1953-07-16T00:00:00Z,Guiry-en-Vexin,Point(1.849722222 49.108611111)
Gabriel Adrien Marie Poissonnier Desperrières,LH/2190/22,1763-01-12T00:00:00Z,Paris,Point(2.351388888 48.856944444),1852-05-13T00:00:00Z,Bayonne,Point(-1.476388888 43.4925)
Félix Leclerc de Pulligny,LH/1531/37,1821-02-14T00:00:00Z,Paris,Point(2.351388888 48.856944444),1893-06-18T00:00:00Z,Écos,Point(1.605277777 49.158888888)
Henri Streicher,19800035/764/86823,1863-07-28T00:00:00Z,Wasselonne,Point(7.448055555 48.637222222),1952-07-07T00:00:00Z,Masaka,Point(31.733888888 -0.333611111)
Henri Liénard,19800035/1266/45936,1891-12-14T00:00:00Z,Croix,Point(3.153888888 50.674722222),1974-06-01T00:00:00Z,Raillencourt-Sainte-Olle,Point(3.195277777 50.182777777)
Adrien Thomas,19800035/624/72090,1891-09-10T00:00:00Z,Vincennes,Point(2.439166666 48.847777777),1944-03-24T00:00:00Z,Cologne,Point(6.957777777 50.942222222)
Félix Granet,LH/1189/62,1849-07-29T00:00:00Z,Marseille,Point(5.376388888 43.296666666),1936-03-12T00:00:00Z,Saint-Raphaël,Point(6.767777777 43.424722222)
Eugène Schueller,19800035/823/93700,1881-03-20T00:00:00Z,6e arrondissement de Paris,Point(2.332233333 48.850530555),1957-08-23T00:00:00Z,Ploubazlanec,Point(-3.033611111 48.800555555)
Henri Marie Lenoury,LH/1590/16,1771-11-06T00:00:00Z,Le Vieil-Évreux,Point(1.219444444 49.006388888),1839-09-25T00:00:00Z,Le Vieil-Évreux,Point(1.219444444 49.006388888)
Gabriel Donnadieu,LH/789/19,1777-12-11T00:00:00Z,Nîmes,Point(4.36 43.836944444),1849-06-18T00:00:00Z,Courbevoie,Point(2.252222222 48.897222222)
Henri de Rochechouart de Mortemart,LH/2361/11,1806-02-27T00:00:00Z,Paris,Point(2.351388888 48.856944444),1885-10-17T00:00:00Z,Meillant,Point(2.5058 46.78088)
Jacqueline Audry,19800035/1415/63582,1908-09-25T00:00:00Z,Orange,Point(4.808888888 44.1375),1977-06-19T00:00:00Z,Poissy,Point(2.044722222 48.928888888)
Adolphe-André Porée,19800035/259/34472,1848-03-14T00:00:00Z,Bernay,Point(0.598333333 49.088611111),1939-02-28T00:00:00Z,Saint-Aubin-d'Écrosville,Point(0.996111111 49.142777777)
Adolphe Pinard,LH/2163/54,1844-02-04T00:00:00Z,Méry-sur-Seine,Point(3.889444444 48.510555555),1934-03-01T00:00:00Z,Méry-sur-Seine,Point(3.889444444 48.510555555)
Henri de La Tour d'Auvergne,LH/2617/35,1823-10-21T00:00:00Z,Paris,Point(2.351388888 48.856944444),1871-05-05T00:00:00Z,Angliers,Point(0.116944444 46.946111111)
Louis Cazamian,19800035/633/73210,1877-04-02T00:00:00Z,Saint-Denis,Point(55.448055555 -20.878888888),1965-09-05T00:00:00Z,Saint-Haon-le-Châtel,Point(3.915 46.065833333)
Henri Vever,19800035/260/34601,1854-10-16T00:00:00Z,Metz,Point(6.176944444 49.119722222),1942-01-01T00:00:00Z,Noyers,Point(1.679444444 49.245)
Charles Macé,LH/2790/5,1898-04-05T00:00:00Z,Pau,Point(-0.37 43.300833333),1919-06-07T00:00:00Z,Haguenau,Point(7.787777777 48.816666666)
Gabriel Malleterre,LH/1710/13,1858-04-30T00:00:00Z,Bergerac,Point(0.481944444 44.851111111),1923-11-26T00:00:00Z,hôtel des Invalides,Point(2.3125 48.855)
Félix Févola,19800035/147/18662,1882-09-16T00:00:00Z,Poissy,Point(2.044722222 48.928888888),1953-02-07T00:00:00Z,15e arrondissement de Paris,Point(2.300291666 48.841327777)
Félix Narjoux,LH/1975/38,1836-12-19T00:00:00Z,Chalon-sur-Saône,Point(4.853888888 46.781111111),1891-01-01T00:00:00Z,Sèvres,Point(2.210833333 48.823055555)
Gabriel Neigre,LH/1980/52,1774-07-28T00:00:00Z,La Fère,Point(3.365555555 49.661666666),1847-08-08T00:00:00Z,Villiers-sur-Marne,Point(2.544722222 48.8275)
Henri de Carné,LH/430/28,1834-01-17T00:00:00Z,Sévignac,Point(-2.338888888 48.333055555),1912-01-23T00:00:00Z,Sévignac,Point(-2.338888888 48.333055555)
Félix Moreaux,LH/1931/26,1828-03-09T00:00:00Z,Reims,Point(4.028611111 49.265277777),1890-06-13T00:00:00Z,8e arrondissement de Paris,Point(2.311111111 48.874166666)
Edmond About,LH/4/1,1828-02-14T00:00:00Z,Dieuze,Point(6.719722222 48.812222222),1885-01-16T00:00:00Z,rue de Douai,Point(2.33173 48.8829)
Pierre Termier,19800035/239/31751,1859-07-03T00:00:00Z,Lyon,Point(4.841388888 45.758888888),1930-10-23T00:00:00Z,Varces-Allières-et-Risset,Point(5.681944444 45.086666666)
Henri de Cathelineau,LH/449/21,1813-01-09T00:00:00Z,La Jubaudière,Point(-0.892222222 47.172222222),1891-11-20T00:00:00Z,Clohars-Fouesnant,Point(-4.068055555 47.897777777)
Henri Heudre,19800035/293/39429,1861-04-20T00:00:00Z,Socx,Point(2.424444444 50.935277777),1938-02-25T00:00:00Z,Bhannès,Point(35.656628 33.905275)
Henri Marie Auguste Ferron de la Ferronnays,LH/963/37,1842-09-15T00:00:00Z,Paris,Point(2.351388888 48.856944444),1907-09-25T00:00:00Z,château de Saint-Mars-la-Jaille,Point(-1.19125 47.5233)
Jean-Charles Musquinet de Beaupré,LH/1969/42,1749-05-21T00:00:00Z,Pontoise,Point(2.100833333 49.050833333),1813-02-26T00:00:00Z,Berlin,Point(13.383333333 52.516666666)
Charles Hoffbauer,19800035/1484/72494,1875-06-28T00:00:00Z,Paris,Point(2.351388888 48.856944444),1957-07-26T00:00:00Z,Boston,Point(-71.0625 42.358333333)
Charles Hoffbauer,19800035/1484/72494,1875-01-01T00:00:00Z,Paris,Point(2.351388888 48.856944444),1957-07-26T00:00:00Z,Boston,Point(-71.0625 42.358333333)
Gabriel Peschaud,19800035/569/64725,1861-04-02T00:00:00Z,Murat,Point(2.868611111 45.11),1928-04-14T00:00:00Z,Murat,Point(2.868611111 45.11)
Gabriel Ruprich-Robert,19800035/122/15467,1859-10-05T00:00:00Z,ancien 11e arrondissement de Paris,Point(2.332578 48.850555),1953-03-30T00:00:00Z,6e arrondissement de Paris,Point(2.332233333 48.850530555)
René Caillié,LH/407/27,1799-09-19T00:00:00Z,Mauzé-sur-le-Mignon,Point(-0.671111111 46.195277777),1838-05-17T00:00:00Z,La Gripperie-Saint-Symphorien,Point(-0.951666666 45.800555555)
Henri d'Ollone,19800035/446/59754,,,,1945-10-07T00:00:00Z,Lorp-Sentaraille,Point(1.119444444 43.008888888)
Charles Géniaux,LH/1110/7,1870-11-12T00:00:00Z,Rennes,Point(-1.680833333 48.114166666),1931-03-19T00:00:00Z,Nice,Point(7.268333333 43.701944444)
Charles Lauth,LH/1503/51,1836-09-28T00:00:00Z,Strasbourg,Point(7.752222222 48.573333333),1913-12-02T00:00:00Z,Nice,Point(7.268333333 43.701944444)
Charles Le Boucq,19800035/285/38297,1868-06-08T00:00:00Z,Cambrai,Point(3.234722222 50.175833333),1959-04-10T00:00:00Z,Nice,Point(7.268333333 43.701944444)
Joseph Ludwig Colmar,LH/571/70,1760-06-22T00:00:00Z,Strasbourg,Point(7.752222222 48.573333333),1818-12-15T00:00:00Z,Mayence,Point(8.266666666 50.0)
Albert Auguste Gicquel des Touches,LH/1130/83,1818-04-10T00:00:00Z,Brest,Point(-4.486944444 48.39),1901-05-18T00:00:00Z,Versailles,Point(2.134166666 48.804722222)
Charles Jacquot,LH/1346/64,1862-09-28T00:00:00Z,La Bourgonce,Point(6.827222222 48.311388888),1922-06-22T00:00:00Z,Bonn,Point(7.099722222 50.733888888)
Baptiste Tramond,LH/2623/74,1834-11-24T00:00:00Z,Corrèze,Point(1.875 45.3725),1889-07-01T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Barthélémy-Louis-Charles Rolland de Chambaudoin d'Erceville,LH/900/34,1772-08-14T00:00:00Z,Erceville,Point(2.036111111 48.239166666),1845-01-24T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Barthélémy François Rolland de Chambaudoin,LH/2373/35,1766-12-20T00:00:00Z,Paris,Point(2.351388888 48.856944444),1830-12-26T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Pierre Fouquier,LH/1010/64,1776-07-26T00:00:00Z,Maissemy,Point(3.1875 49.893611111),1850-10-05T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Émilien Victor Cordonnier,LH/589/102,1858-03-23T00:00:00Z,Surgy,Point(3.515 47.509166666),1936-11-17T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Benjamin Barthélémy Dejean,LH/692/57,1804-07-19T00:00:00Z,Paris,Point(2.351388888 48.856944444),1885-12-12T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Benjamin Ball,LH/98/32,1833-04-20T00:00:00Z,Naples,Point(14.25 40.833333333),1893-02-23T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Paul François Grossetti,LH/1210/13,1861-09-10T00:00:00Z,Paris,Point(2.351388888 48.856944444),1918-01-07T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Benjamin Nadault de Buffon,LH/1973/1,1804-02-02T00:00:00Z,Montbard,Point(4.336944444 47.623055555),1880-06-13T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Benjamin Nadault de Buffon,LH/1973/1,1804-02-02T00:00:00Z,Montbard,Point(4.336944444 47.623055555),1880-06-19T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Benjamin Ulmann,LH/2640/57,1829-05-24T00:00:00Z,Blotzheim,Point(7.495277777 47.601666666),1884-02-24T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Benoît Costaz,LH/598/50,1761-02-27T00:00:00Z,Champagne-en-Valromey,Point(5.6775 45.904444444),1842-03-13T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Bernard Georges François Frère,LH/1034/35,1762-01-08T00:00:00Z,Montréal,Point(2.140833333 43.2),1826-02-16T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Bernard Leandri,LH/1510/4,1868-04-27T00:00:00Z,Penta-di-Casinca,Point(9.459722222 42.4675),1942-10-28T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Bernard Naudin,19800035/791/89350,1876-11-11T00:00:00Z,Châteauroux,Point(1.690277777 46.809722222),1946-03-07T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Bernard Prues,LH/2235/14,1773-06-11T00:00:00Z,Le Marin,Point(-60.870833333 14.471388888),1852-03-11T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Camille Enlart,LH/898/44,1862-11-22T00:00:00Z,Boulogne-sur-Mer,Point(1.613888888 50.725555555),1927-02-14T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Bertrand Pujo,19800035/605/68339,1878-08-21T00:00:00Z,Orignac,Point(0.169444444 43.124722222),1964-09-14T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Bertrand de Mun,19800035/413/55306,1870-01-26T00:00:00Z,Versailles,Point(2.134166666 48.804722222),1963-03-09T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Bertrand de Montesquiou-Fézensac,LH/1918/61,1837-03-28T00:00:00Z,Paris,Point(2.351388888 48.856944444),1902-07-24T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Paul Lhérie,LH/1630/1,1844-10-08T00:00:00Z,Paris,Point(2.351388888 48.856944444),1937-10-17T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Blaise de Jouvencel,LH/1384/8,1762-09-09T00:00:00Z,Lyon,Point(4.841388888 45.758888888),1840-06-04T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Boniface de Castellane,LH/446/13,1758-08-04T00:00:00Z,Paris,Point(2.351388888 48.856944444),1837-02-21T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Gustave Guillaumet,LH/1235/50,1840-03-26T00:00:00Z,Puteaux,Point(2.238055555 48.884166666),1887-03-14T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Paul Prosper Henrys,LH/1288/35,1862-03-13T00:00:00Z,Neufchâteau,Point(5.696111111 48.355555555),1943-11-06T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Brada,LH/2244/53,1847-04-24T00:00:00Z,Paris,Point(2.351388888 48.856944444),1938-08-05T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Camille Ferdinand Dreyfus,LH/956/34,1849-05-05T00:00:00Z,Paris,Point(2.351388888 48.856944444),1915-07-15T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Camille Alphonse Trézel,LH/2628/33,1780-01-05T00:00:00Z,Paris,Point(2.351388888 48.856944444),1860-04-11T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Camille Bernier,LH/202/60,1823-05-03T00:00:00Z,Colmar,Point(7.355 48.081111111),1902-05-12T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Camille Clément de La Roncière-Le Noury,LH/549/31,1813-10-31T00:00:00Z,Turin,Point(7.7 45.066666666),1881-05-14T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Henri Redon,19800035/1232/42202,1899-06-24T00:00:00Z,Saint-Cirq-Lapopie,Point(1.669722222 44.464444444),1974-06-01T00:00:00Z,Tour-de-Faure,Point(1.693611111 44.466944444)
Ambroise Vollard,19800035/761/86467,1866-07-03T00:00:00Z,Saint-Denis,Point(55.448055555 -20.878888888),1939-07-22T00:00:00Z,Versailles,Point(2.134166666 48.804722222)
Pierre Philippe Denfert-Rochereau,LH/730/59,1823-01-11T00:00:00Z,Saint-Maixent-l'École,Point(-0.208055555 46.412777777),1878-05-11T00:00:00Z,Versailles,Point(2.134166666 48.804722222)
Georges Henri Halphen,LH/1260/46,1844-10-30T00:00:00Z,Rouen,Point(1.1025 49.443055555),1889-05-21T00:00:00Z,Versailles,Point(2.134166666 48.804722222)
Georges Henri Halphen,LH/1260/46,1844-10-30T00:00:00Z,Rouen,Point(1.1025 49.443055555),1889-05-23T00:00:00Z,Versailles,Point(2.134166666 48.804722222)
Henri Révoil,LH/2307/25,1822-06-19T00:00:00Z,Aix-en-Provence,Point(5.445555555 43.527777777),1900-03-20T00:00:00Z,Mouriès,Point(4.871111111 43.689166666)
Gabriel Cordier,19800035/458/61311,1865-04-25T00:00:00Z,Saint-Genis-Laval,Point(4.793055555 45.695277777),1934-04-14T00:00:00Z,Salies-de-Béarn,Point(-0.926388888 43.470833333)
Gabriel Massé,LH/1777/29,1807-05-12T00:00:00Z,Poitiers,Point(0.335277777 46.581111111),1881-10-11T00:00:00Z,8e arrondissement de Paris,Point(2.311111111 48.874166666)
Alexandre Tuffèri,19800035/765/86890,1876-06-08T00:00:00Z,Athènes,Point(23.728055555 37.984166666),1958-03-14T00:00:00Z,Athènes,Point(23.728055555 37.984166666)
Albert Lacaze,19800035/87/10868,1884-05-21T00:00:00Z,Latronquière,Point(2.078055555 44.799722222),1955-01-01T00:00:00Z,Lyon,Point(4.841388888 45.758888888)
Charles Louis François Marion,LH/1743/42,1803-08-12T00:00:00Z,Saint-Martin-de-Ré,Point(-1.367222222 46.203055555),1866-11-02T00:00:00Z,Bastia,Point(9.449444444 42.7)
Jean-Baptiste Collin de Sussy,LH/570/34,1750-01-01T00:00:00Z,Sainte-Menehould,Point(4.897222222 49.09),1826-07-07T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Jean-Baptiste Dalesme,LH/648/48,1763-06-20T00:00:00Z,Limoges,Point(1.261666666 45.834444444),1832-04-13T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Edouard Delpeuch,19800035/268/35801,1860-07-24T00:00:00Z,Bort-les-Orgues,Point(2.495833333 45.399722222),1930-09-20T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Jean-Baptiste Dommanget,LH/787/44,1769-10-17T00:00:00Z,Possesse,Point(4.804722222 48.888333333),1848-02-10T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Jean-Baptiste Drouin,LH/806/80,1816-09-02T00:00:00Z,Tomblaine,Point(6.211666666 48.685555555),1898-03-11T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Jean-Baptiste Dupin,LH/852/41,1772-12-19T00:00:00Z,Lectoure,Point(0.621111111 43.934444444),1863-04-30T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Jean-Baptiste Estève de Latour,LH/908/45,1768-01-02T00:00:00Z,Entrecasteaux,Point(6.241944444 43.515833333),1837-02-14T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Jean-Baptiste Foucart,LH/1005/29,1768-07-25T00:00:00Z,Ligny-Saint-Flochel,Point(2.428888888 50.358333333),1845-10-04T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Jean-Baptiste Foucart,LH/1005/30,1768-07-25T00:00:00Z,Ligny-Saint-Flochel,Point(2.428888888 50.358333333),1845-10-04T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Jean-Baptiste Gustave Deloye,LH/719/45,1838-04-30T00:00:00Z,Sedan,Point(4.940277777 49.701944444),1899-02-17T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Jean-Baptiste Huzard,LH/1331/56,1755-11-03T00:00:00Z,Paris,Point(2.351388888 48.856944444),1838-12-01T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Jean-Baptiste Jamin,LH/1351/7,1772-05-20T00:00:00Z,Villécloye,Point(5.3975 49.510555555),1848-01-30T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Jean-Baptiste Joseph Noël Borrel,LH/299/15,1755-12-25T00:00:00Z,Toulouse,Point(1.443888888 43.604444444),1819-06-29T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Jean-Baptiste Prosper Jollois,LH/1370/61,1776-01-04T00:00:00Z,Brienon-sur-Armançon,Point(3.616388888 47.992777777),1842-06-24T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Jean-Baptiste Juvénal Corbineau,LH/588/28,1776-08-01T00:00:00Z,Marchiennes,Point(3.282222222 50.408055555),1848-12-18T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Jean-Baptiste Lebrun de Rochemont,LH/1523/54,1736-12-18T00:00:00Z,Saint-Sauveur-Lendelin,Point(-1.413611111 49.130555555),1822-01-23T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Jean-Baptiste Lecat de Bazancourt,LH/150/23,1767-03-19T00:00:00Z,La Neuville-d'Aumont,Point(2.098888888 49.309444444),1830-01-17T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Jean-Baptiste Michel Durand,LH/869/57,1749-04-19T00:00:00Z,Paris,Point(2.351388888 48.856944444),1830-06-19T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Jean-Baptiste Molinié,19800035/1080/24192,1880-09-21T00:00:00Z,Bayonne,Point(-1.476388888 43.4925),1971-01-13T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Jean-Baptiste Olive,19800035/249/33151,1848-07-31T00:00:00Z,Marseille,Point(5.376388888 43.296666666),1936-01-01T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Jean Pierre Boudet,LH/308/54,1748-10-26T00:00:00Z,Reims,Point(4.028611111 49.265277777),1828-12-18T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Jean-Baptiste Randoing,LH/2265/38,1798-04-28T00:00:00Z,Cusset,Point(3.456388888 46.134444444),1883-07-09T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Jean-Baptiste Rougier de La Bergerie,LH/2395/67,1762-12-21T00:00:00Z,Bonneuil,Point(1.226111111 46.374166666),1836-09-13T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Jean-Baptiste Sébastien Krantz,LH/1408/24,1817-01-17T00:00:00Z,Arches,Point(6.5275 48.118333333),1899-03-16T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Jean-Baptiste Thieullen,LH/2593/7,1789-11-30T00:00:00Z,Rouen,Point(1.1025 49.443055555),1862-01-07T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Jean-Barthélémy Le Couteulx de Canteleu,LH/1539/23,1749-03-04T00:00:00Z,Rouen,Point(1.1025 49.443055555),1818-09-18T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Jean-Bruno Gassies,LH/1084/3,1786-10-25T00:00:00Z,Bordeaux,Point(-0.579444444 44.837777777),1832-10-12T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Jean-Charles-Joseph Laumond,LH/1497/34,1753-07-09T00:00:00Z,Arras,Point(2.78 50.289166666),1825-03-10T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Jean-Charles Gross,19800035/643/74298,1889-11-02T00:00:00Z,Oran,Point(-0.633055555 35.696944444),1965-02-27T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Jean-Cyrille Cavé,LH/455/25,1833-03-19T00:00:00Z,La Villette,Point(2.38 48.89),1909-09-07T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Jean-François Angot-Darsonval,LH/39/75,1762-12-01T00:00:00Z,Paris,Point(2.351388888 48.856944444),1825-08-16T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Jean-François Jannekeyn,19800035/1065/22617,1892-11-16T00:00:00Z,Cambrai,Point(3.234722222 50.175833333),1971-11-17T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Jean-François Mocquard,LH/1891/31,1791-11-11T00:00:00Z,Bordeaux,Point(-0.579444444 44.837777777),1864-12-09T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Jean-François Vidal de Lingendes,LH/2707/67,1796-11-06T00:00:00Z,Wilmington,Point(-75.551388888 39.748333333),1857-07-11T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Madeleine Colani,19800035/742/84252,1866-08-13T00:00:00Z,Strasbourg,Point(7.752222222 48.573333333),1943-06-02T00:00:00Z,Hanoï,Point(105.84117 21.0245)
Gabriel Laffaille,LH/1432/53,1778-04-03T00:00:00Z,Pouzac,Point(0.135277777 43.086111111),1840-05-05T00:00:00Z,Pouzac,Point(0.135277777 43.086111111)
Charles Lemercier de Longpré,LH/1579/8,1778-10-20T00:00:00Z,Neufchâtel-en-Bray,Point(1.440555555 49.733888888),1854-11-10T00:00:00Z,Saint-Saëns,Point(1.283055555 49.672222222)
Gabriel Bouscaren,LH/335/68,1832-04-29T00:00:00Z,Pointe-à-Pitre,Point(-61.533055555 16.241111111),1880-05-20T00:00:00Z,Pointe-à-Pitre,Point(-61.533055555 16.241111111)
Félix de Vuillefroy-Cassini,LH/2740/14,1841-03-02T00:00:00Z,Paris,Point(2.351388888 48.856944444),1916-02-01T00:00:00Z,Maisons-Laffitte,Point(2.145 48.946111111)
Charles Louis Dieudonné Grandjean,LH/1188/15,1768-12-29T00:00:00Z,Nancy,Point(6.183611111 48.692777777),1828-12-15T00:00:00Z,Nancy,Point(6.183611111 48.692777777)
Gabriel ''Adrien'' Robinet de Cléry,LH/2356/18,1836-08-18T00:00:00Z,Metz,Point(6.176944444 49.119722222),1914-09-13T00:00:00Z,Anhée,Point(4.883333333 50.316666666)
Gabriel Malès,LH/1704/37,1755-12-23T00:00:00Z,Brive-la-Gaillarde,Point(1.533055555 45.158888888),1837-04-15T00:00:00Z,Chasteaux,Point(1.467777777 45.092777777)
Charles Houyvet,LH/1313/37,1826-01-27T00:00:00Z,Cherbourg-Octeville,Point(-1.625 49.638888888),1904-07-15T00:00:00Z,Caen,Point(-0.370555555 49.182222222)
Charles Louis Joseph Bazoche,LH/151/75,1784-10-21T00:00:00Z,Nancy,Point(6.183611111 48.692777777),1853-06-22T00:00:00Z,Brest,Point(-4.486944444 48.39)
Charles Oberthür,LH/2009/31,1845-09-14T00:00:00Z,Rennes,Point(-1.680833333 48.114166666),1924-06-01T00:00:00Z,Rennes,Point(-1.680833333 48.114166666)
Gabriel Vaugeois,LH/2679/57,1753-04-15T00:00:00Z,Tourouvre,Point(0.651388888 48.590277777),1839-06-01T00:00:00Z,L'Aigle,Point(0.6275 48.765)
Gabriel de Hédouville,LH/1276/77,1755-07-27T00:00:00Z,Laon,Point(3.623611111 49.563333333),1825-03-30T00:00:00Z,Brétigny-sur-Orge,Point(2.307777777 48.609444444)
Gabriel de Hédouville,LH/691/35,1755-07-27T00:00:00Z,Laon,Point(3.623611111 49.563333333),1825-03-30T00:00:00Z,Brétigny-sur-Orge,Point(2.307777777 48.609444444)
Félix Brunet,19800035/344/46263,1913-01-01T00:00:00Z,Loos,Point(3.013611111 50.612222222),1959-12-05T00:00:00Z,Béchar,Point(-2.2 31.633333333)
Georges-Marie Haardt,LH/1255/13,1884-07-12T00:00:00Z,Naples,Point(14.25 40.833333333),1932-03-16T00:00:00Z,Hong Kong,Point(114.158611111 22.278333333)
Raymond Roussel,LH/2404/28,1877-01-20T00:00:00Z,Paris,Point(2.351388888 48.856944444),1933-07-14T00:00:00Z,Palerme,Point(13.361262 38.115658)
Charles Joseph Dumas-Vence,LH/843/67,1823-02-16T00:00:00Z,Tonnerre,Point(3.973333333 47.855277777),1904-03-02T00:00:00Z,8e arrondissement de Paris,Point(2.311111111 48.874166666)
Charles Magne,19800035/889/4162,1897-04-03T00:00:00Z,Gannat,Point(3.198333333 46.1),1967-04-10T00:00:00Z,Gannat,Point(3.198333333 46.1)
Charles Joseph Boyé,LH/345/70,1762-02-11T00:00:00Z,forteresse d'Ehrenbreitstein,Point(7.61528 50.365),1832-05-16T00:00:00Z,Saint-Mihiel,Point(5.54 48.889444444)
Charles III Brault,LH/353/16,1752-08-04T00:00:00Z,Poitiers,Point(0.335277777 46.581111111),1833-02-25T00:00:00Z,Albi,Point(2.145833333 43.928055555)
