leonoreid,images
LH/2628/33,http://commons.wikimedia.org/wiki/Special:FilePath/Trezel%2C%20Camille.jpg
LH/2629/52,http://commons.wikimedia.org/wiki/Special:FilePath/Commandant%20de%20Rose.jpg
LH/352/28,http://commons.wikimedia.org/wiki/Special:FilePath/Charles-Henri%20Brasier%2C%20ici%20sur%20Mors%20%C3%A0%20la%20course%20de%20c%C3%B4te%20de%20Sainte-Barbe%20%28Gaillon%2C%20le%2011%20septembre%201900%29.jpg
LH/457/27,http://commons.wikimedia.org/wiki/Special:FilePath/Charles%20Cazalet.jpg
LH/497/55,http://commons.wikimedia.org/wiki/Special:FilePath/Charlesmerouvel.jpg
LH/530/22,http://commons.wikimedia.org/wiki/Special:FilePath/Charles-F%C3%A9lix%20de%20Choiseul-Praslin%20%281778-1841%29.jpg
LH/586/80,http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20de%20Charles%20Coquerel.png
LH/61/30,http://commons.wikimedia.org/wiki/Special:FilePath/Buste%20du%20comte%20d%27Astani%C3%A8res.jpg
LH/669/22,http://commons.wikimedia.org/wiki/Special:FilePath/Charles%20Daurier.jpg
LH/678/49,http://commons.wikimedia.org/wiki/Special:FilePath/Charles%20Debierre%20%28Agence%20Meurisse%2C%201921%29.jpg
LH/695/14,http://commons.wikimedia.org/wiki/Special:FilePath/Charles-Henri%20Delacroix%202.jpg
LH/735/9,http://commons.wikimedia.org/wiki/Special:FilePath/Professeur%20Charles%20Dep%C3%A9ret%20UCBL%20Doua.JPG
LH/743/77,http://commons.wikimedia.org/wiki/Special:FilePath/Descat.jpg
LH/773/28,http://commons.wikimedia.org/wiki/Special:FilePath/Didion.png
LH/788/6,http://commons.wikimedia.org/wiki/Special:FilePath/Dompierre%20d%27Hornoy%2C%20Charles%20Marie%20Albert.jpg
LH/821/28,http://commons.wikimedia.org/wiki/Special:FilePath/Claude-Fran%C3%A7ois%20Duchanoy.%20Photograph%20after%20an%20oil%20painting%20b%20Wellcome%20V0028691.jpg
LH/852/30,http://commons.wikimedia.org/wiki/Special:FilePath/Claude-Fran%C3%A7ois-Etienne%20Dupin.jpg
LH/855/10,http://commons.wikimedia.org/wiki/Special:FilePath/111-SC-44865%20-%20NARA%20-%2055248492.jpg
LH/967/77,http://commons.wikimedia.org/wiki/Special:FilePath/Charles%20Balthazar%20Julien%20Fevret%20de%20Saint-Memin%20self%20portrait.png
LH/973/29,http://commons.wikimedia.org/wiki/Special:FilePath/La%20Fert%C3%A9-Bernard%20%2872%29%20%C3%89glise%20Notre-Dame-des-Marais%20Baie%2011-05.jpg
LH/1661/16,http://commons.wikimedia.org/wiki/Special:FilePath/Louis%20Charles%20%C3%89mile%20Lortet2.jpg
LH/2607/5,http://commons.wikimedia.org/wiki/Special:FilePath/G%C3%A9n%C3%A9ral%20Cyrus%20Marie%20Adelaide%20de%20Timbrune.jpg
19800035/1320/52913,http://commons.wikimedia.org/wiki/Special:FilePath/CFP-3%20Siblot.jpg
19800035/1463/69087,http://commons.wikimedia.org/wiki/Special:FilePath/Carle%20Bahon.jpg
19800035/1478/71566,http://commons.wikimedia.org/wiki/Special:FilePath/Mgr%20Lecomte%2C%20%C3%A9v%C3%AAque%20d%27Amiens%20%281921-1934%29%2001.jpg
19800035/177/22870,http://commons.wikimedia.org/wiki/Special:FilePath/Charles%20Burguet.jpg
19800035/194/25375,http://commons.wikimedia.org/wiki/Special:FilePath/Camille%20Bellanger.jpg
19800035/349/46998,http://commons.wikimedia.org/wiki/Special:FilePath/CharlesSilvestre.jpg
19800035/46/5671,http://commons.wikimedia.org/wiki/Special:FilePath/Camille%20savoire1.jpg
19800035/995/15167,http://commons.wikimedia.org/wiki/Special:FilePath/Lian%2C%20Camille%20CIPB1736.jpg
LH/100/64,http://commons.wikimedia.org/wiki/Special:FilePath/Charles%20Balsan%2C%201838-1912.png
LH/1095/3,http://commons.wikimedia.org/wiki/Special:FilePath/Gautier%20Charles-Albert%20%281846-1915%29.jpg
LH/1183/54,http://commons.wikimedia.org/wiki/Special:FilePath/General%20Charles%20Goybet.JPG
LH/1211/2,http://commons.wikimedia.org/wiki/Special:FilePath/Groult%2C%20Camille.jpg
LH/1222/51,http://commons.wikimedia.org/wiki/Special:FilePath/Charles%20Guernier.jpg
LH/1253/39,http://commons.wikimedia.org/wiki/Special:FilePath/Antoine%20Jean%20Gros%20-%20Portrait%20of%20Colonel%20Claude%20Etienne%20Guyot.jpg
LH/1291/23,http://commons.wikimedia.org/wiki/Special:FilePath/Charles%20d%27Herbouville%20%28portrait%29.jpg
LH/151/75,http://commons.wikimedia.org/wiki/Special:FilePath/Charles%20Louis%20Joseph%20Bazoche%20%282%29.jpg
LH/1585/78,http://commons.wikimedia.org/wiki/Special:FilePath/Le%20Myre%20de%20Vilers%2C%20Charles%2C%20par%20Otto%20van%20Bosch%2C%20BNF%20Gallica.jpg
LH/1678/61,http://commons.wikimedia.org/wiki/Special:FilePath/Luys2.jpg
LH/1793/44,http://commons.wikimedia.org/wiki/Special:FilePath/Camille%20Matignon.jpg
LH/1996/14,http://commons.wikimedia.org/wiki/Special:FilePath/Noel%2C%20Ernest.jpg
LH/2029/29,http://commons.wikimedia.org/wiki/Special:FilePath/Lille%20canonniers%20colas%20ovigneur.JPG
LH/2036/12,http://commons.wikimedia.org/wiki/Special:FilePath/Constant-Jules%20Paillard-Ducl%C3%A9r%C3%A9%20%281844-1905%29.jpg
LH/2043/8,http://commons.wikimedia.org/wiki/Special:FilePath/Claude%20Marie%20Joseph%20Pannetier.jpg
LH/2224/8,http://commons.wikimedia.org/wiki/Special:FilePath/Charles%20Pr%C3%A9vet.jpg
LH/2231/8,http://commons.wikimedia.org/wiki/Special:FilePath/G%C3%A9n%C3%A9ral%20Claude%20Prost.gif
LH/2263/65,http://commons.wikimedia.org/wiki/Special:FilePath/Ramey%2C%20Claude.jpg
LH/2352/27,http://commons.wikimedia.org/wiki/Special:FilePath/Charles%20de%20Beaurepaire.jpg
LH/2447/34,http://commons.wikimedia.org/wiki/Special:FilePath/CharlesSallandrouzedeLaMornais.jpg
LH/2616/36,http://commons.wikimedia.org/wiki/Special:FilePath/100Fi469%20Charles%20Toullier.jpg
LH/2661/71,http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20du%20pr%C3%A9fet%20Claude-Marius%20Va%C3%AFsse%20%281799-1864.jpg
LH/2753/20,http://commons.wikimedia.org/wiki/Special:FilePath/Welche%2C%20Charles%20Nicolas.jpg
LH/2755/35,http://commons.wikimedia.org/wiki/Special:FilePath/Mgr%20Casimir%20Wicart.jpg
LH/517/72,http://commons.wikimedia.org/wiki/Special:FilePath/Charles-Philippe%20de%20Chennevi%C3%A8res-Pointel%20by%20Carolus%20Duran.jpg
LH/520/35,http://commons.wikimedia.org/wiki/Special:FilePath/CHESNELONG%20Charles.jpg
LH/558/60,http://commons.wikimedia.org/wiki/Special:FilePath/Cochon%20Lapparent%20Charles.png
LH/69/22,http://commons.wikimedia.org/wiki/Special:FilePath/G%C3%A9n%C3%A9ral%20Claude%20Charles%20Aubry%20de%20La%20Boucharderie.png
19800035/1342/55599,http://commons.wikimedia.org/wiki/Special:FilePath/Claude%20Anet%201931.jpg
LH/1295/12,http://commons.wikimedia.org/wiki/Special:FilePath/Myron%20T.%20Herrick%20003.jpg
19800035/1418/63860,http://commons.wikimedia.org/wiki/Special:FilePath/Ernest%20Flandin.jpg
19800035/1468/69911,http://commons.wikimedia.org/wiki/Special:FilePath/Ernest%20Cuvelette%20en%201895.jpg
LH/1175/53,http://commons.wikimedia.org/wiki/Special:FilePath/Eug%C3%A8ne-Go%C3%BCin-ancien-maire%20Tours.jpg
LH/1210/53,http://commons.wikimedia.org/wiki/Special:FilePath/Ernest-Henri%20de%20Grouchy.jpg
LH/1212/52,http://commons.wikimedia.org/wiki/Special:FilePath/Emmanuel-Louis%20Gruner.JPG
LH/1281/33,http://commons.wikimedia.org/wiki/Special:FilePath/Hendle%2C%20Ernest%20Charles.jpg
LH/1917/19,http://commons.wikimedia.org/wiki/Special:FilePath/Les%20Hommes%20N%20148%20Edgar%20Monteil.jpg
LH/1967/25,http://commons.wikimedia.org/wiki/Special:FilePath/Eug%C3%A8ne%20Muntz.jpg
LH/2352/28,http://commons.wikimedia.org/wiki/Special:FilePath/Eugene%20de%20Robillard%20de%20Beaurepaire.jpg
LH/2563/1,http://commons.wikimedia.org/wiki/Special:FilePath/B%C3%A9raud%20-%20Portrait%20d%27Edmond%20Taigny%20%281828-1906%29%2C%20historien%20et%20collectionneur%2C%20Vers%201890.jpg
LH/2574/6,http://commons.wikimedia.org/wiki/Special:FilePath/Teisserenc%20de%20Bort%2C%20Edmond.jpg
LH/265/72,http://commons.wikimedia.org/wiki/Special:FilePath/Boeckel%20CIPH0006.jpg
LH/268/33,http://commons.wikimedia.org/wiki/Special:FilePath/Album%20des%20d%C3%A9put%C3%A9s%20au%20Corps%20l%C3%A9gislatif%20entre%201852-1857-de%20Boigne.jpg
LH/307/74,http://commons.wikimedia.org/wiki/Special:FilePath/Bouchut%20Eug%C3%A8ne%20-%20Carjat.gif
LH/374/43,http://commons.wikimedia.org/wiki/Special:FilePath/Eug%C3%A8ne%20Brouillard%20par%20lui-m%C3%AAme%20-%201919.jpg
LH/423/88,http://commons.wikimedia.org/wiki/Special:FilePath/Album%20des%20d%C3%A9put%C3%A9s%20au%20Corps%20l%C3%A9gislatif%20entre%201852-1857-Carayon-Latour.jpg
LH/453/58,http://commons.wikimedia.org/wiki/Special:FilePath/Ernest%20Cauvin.jpg
LH/467/23,http://commons.wikimedia.org/wiki/Special:FilePath/C%C3%A9sar%20Chabrun-1932.jpg
LH/550/67,http://commons.wikimedia.org/wiki/Special:FilePath/Suv%C3%A9e%20-%20Dominique%20Cl%C3%A9ment%20de%20Ris%20%281750-1827%29.jpg
LH/733/66,http://commons.wikimedia.org/wiki/Special:FilePath/Denormandie%2C%20Ernest.jpg
LH/778/42,http://commons.wikimedia.org/wiki/Special:FilePath/Dinet%20Autoportrait.jpg
LH/833/37,http://commons.wikimedia.org/wiki/Special:FilePath/Dufour%2C%20Eugene%20Florentin.jpg
LH/85/23,http://commons.wikimedia.org/wiki/Special:FilePath/Ernest%20Babelon.jpg
LH/880/48,http://commons.wikimedia.org/wiki/Special:FilePath/Basilique%20Notre-Dame%20de%20Brebi%C3%A8res%2C%20Albert%2C%20Somme-3507.jpg
LH/919/32,http://commons.wikimedia.org/wiki/Special:FilePath/Cyprien%20Fabre-Adolphe-Dechenaud-IMG%206045.JPG
LH/948/62,http://commons.wikimedia.org/wiki/Special:FilePath/Desmaisons%20-%20Marquise%20de%20la%20Tour%20Maubourg.jpg
19800035/1306/50944,http://commons.wikimedia.org/wiki/Special:FilePath/Eustase%20Thomas-Salignac%20%28cropped%29.jpg
19800035/176/22761,http://commons.wikimedia.org/wiki/Special:FilePath/Bordeaux%20exposition%201895%20-%20Eug%C3%A8ne%20Buhan.png
19800035/241/32047,http://commons.wikimedia.org/wiki/Special:FilePath/Bois%20Harcourt.jpg
19800035/803/91071,http://commons.wikimedia.org/wiki/Special:FilePath/Ernest%20Ginsburger.jpg
19800035/873/2526,http://commons.wikimedia.org/wiki/Special:FilePath/EmileJournal.jpg
LH/1030/57,http://commons.wikimedia.org/wiki/Special:FilePath/D%20Frassati%20Oran.jpg
LH/1044/42,http://commons.wikimedia.org/wiki/Special:FilePath/Fuchs%2C%20Edmond%20Philippe%20Jacques%2C%20photo%20Lopez%2C%20BNF%20Gallica.jpg
LH/1171/61,http://commons.wikimedia.org/wiki/Special:FilePath/Edmond%20Got%20Nadar.png
LH/1199/26,http://commons.wikimedia.org/wiki/Special:FilePath/Gressier.jpg
LH/1270/55,http://commons.wikimedia.org/wiki/Special:FilePath/Hatin%2C%20Eugene%20%281894%29.JPG
LH/1521/5,http://commons.wikimedia.org/wiki/Special:FilePath/Album%20des%20d%C3%A9put%C3%A9s%20au%20Corps%20l%C3%A9gislatif%20entre%201852-1857-Lebreton.jpg
LH/1643/68,http://commons.wikimedia.org/wiki/Special:FilePath/Eug%C3%A8ne%20Lintilhac%20%C3%A0%20Condorcet%20vers%201882.jpg
LH/1679/74,http://commons.wikimedia.org/wiki/Special:FilePath/Emmanuel%20de%20Mac%20Mahon.jpg
LH/1701/50,http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20de%20Faustino%20Malaguti.jpg
LH/1839/65,http://commons.wikimedia.org/wiki/Special:FilePath/Eug%C3%A8ne%20Antoine%20Fran%C3%A7ois%20Merlin.jpg
LH/2076/46,http://commons.wikimedia.org/wiki/Special:FilePath/Eug%C3%A8ne%20Paz.jpg | http://commons.wikimedia.org/wiki/Special:FilePath/Eugene%20Paz%20par%20J.%20Tourtin%20l%27aine.png
LH/2274/40,http://commons.wikimedia.org/wiki/Special:FilePath/Ernest%20Raynaud%20vers%201890.jpg
LH/2372/3,http://commons.wikimedia.org/wiki/Special:FilePath/Eug%C3%A8ne%20Rolland%20%281812-1885%29.jpg
LH/2386/14,http://commons.wikimedia.org/wiki/Special:FilePath/Eug%C3%A8ne%20Rostand.png
LH/2418/48,http://commons.wikimedia.org/wiki/Special:FilePath/Album%20des%20d%C3%A9put%C3%A9s%20au%20Corps%20l%C3%A9gislatif%20entre%201852-1857-Roy-Bry.jpg
LH/275/10,http://commons.wikimedia.org/wiki/Special:FilePath/Donat%20Bollet.jpg
LH/2761/7,http://commons.wikimedia.org/wiki/Special:FilePath/Eug%C3%A8ne%20Woillez%20%281811-1882%29.jpg
LH/34/13,http://commons.wikimedia.org/wiki/Special:FilePath/Album%20des%20d%C3%A9put%C3%A9s%20au%20Corps%20l%C3%A9gislatif%20entre%201852-1857-Andr%C3%A9.jpg
LH/387/14,http://commons.wikimedia.org/wiki/Special:FilePath/Edmond%20Buat.jpg
LH/481/59,http://commons.wikimedia.org/wiki/Special:FilePath/Ernest%20Chantre.jpg
LH/659/22,http://commons.wikimedia.org/wiki/Special:FilePath/Eug%C3%A8ne%20Darcy.jpg
LH/774/9,http://commons.wikimedia.org/wiki/Special:FilePath/Artgate%20Fondazione%20Cariplo%20-%20Josz%20Italo%2C%20Ritratto%20del%20conte%20Diego%20Guicciardi.jpg
LH/803/63,http://commons.wikimedia.org/wiki/Special:FilePath/Ferdinand-Camille%20Dreyfus.jpg
LH/84/13,http://commons.wikimedia.org/wiki/Special:FilePath/H%20BordeauxS%20B330636101%20GF250%201%20RES%20v0014%20%28AZAM%29.jpg
LH/94/3,http://commons.wikimedia.org/wiki/Special:FilePath/Edme%20Louis%20Barth%C3%A9lemy%20Bailly%20de%20Juilly.jpg
LH/956/25,http://commons.wikimedia.org/wiki/Special:FilePath/Ferdinand%20Ferber%20%281862-1909%29%20in%201908.jpg
LH/1309/47,http://commons.wikimedia.org/wiki/Special:FilePath/Hostein%2C%20Hyppolite%20%28La%20Presse%2C%201893-08-18%29.jpg
LH/2273/33,http://commons.wikimedia.org/wiki/Special:FilePath/Pierre%20Rayer.png
LH/2742/47,http://commons.wikimedia.org/wiki/Special:FilePath/Alfred%20Vulpian.png
19800035/128/16199,http://commons.wikimedia.org/wiki/Special:FilePath/Curie%2C%20Jacques%20und%20Pierre%20mit%20Eltern.jpg
LH/1226/88,http://commons.wikimedia.org/wiki/Special:FilePath/Joseph%20Hippolyte%20Guibert%20-%20Kardinal%20von%20Paris.jpg
LH/1681/91,http://commons.wikimedia.org/wiki/Special:FilePath/Macquart%20hb.jpg
LH/205/48,http://commons.wikimedia.org/wiki/Special:FilePath/Jean-Fran%C3%A7ois%20Berruyer%20par%20Varnier.jpg
LH/298/86,http://commons.wikimedia.org/wiki/Special:FilePath/Louis-Augustin%20Bosc%20d%27Antic.jpg
LH/381/78,http://commons.wikimedia.org/wiki/Special:FilePath/Alfred%20Bruneau.jpg
LH/6/2,http://commons.wikimedia.org/wiki/Special:FilePath/Les%20Hommes%20N%20213%20Emile%20Acollas.jpg
LH/806/42,http://commons.wikimedia.org/wiki/Special:FilePath/Jean-Baptiste%20Drouet%2C%20comte%20d%27Erlon.jpg
LH/869/65,http://commons.wikimedia.org/wiki/Special:FilePath/Linois-Antoine%20Maurin-3.png
LH/948/65,http://commons.wikimedia.org/wiki/Special:FilePath/G%C3%A9n%C3%A9ral%20Marie%20Victor%20Nicolas%20de%20Fay%20de%20La%20Tour%20Maubourg.jpg
19800035/0346/46511,http://commons.wikimedia.org/wiki/Special:FilePath/Ninon%20Vallin.jpg
19800035/1054/21373,http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20de%20Georges%20Pelletier-Doisy%20devant%20son%20avion%20%C3%A0%20Villacoublay.jpg
19800035/1054/21403,http://commons.wikimedia.org/wiki/Special:FilePath/Fran%C3%A7ois%20Tanguy-Prigent.png
19800035/1304/50655,http://commons.wikimedia.org/wiki/Special:FilePath/Lt%20Georges%20Mailfert.jpg
19800035/1326/53621,http://commons.wikimedia.org/wiki/Special:FilePath/F%C3%A9lix%20Mesnil%20%28Institut%20Pasteur%29.jpg
19800035/175/22552,http://commons.wikimedia.org/wiki/Special:FilePath/Georges%20Hilaire%20Bosquet.jpg
19800035/178/23024,http://commons.wikimedia.org/wiki/Special:FilePath/Strasbourg1936.jpg
19800035/191/24912,http://commons.wikimedia.org/wiki/Special:FilePath/Georges%20Lebret.jpg
19800035/317/42697,http://commons.wikimedia.org/wiki/Special:FilePath/Charles%20Maurin%20-%20Fran%C3%A7ois-Rupert%20Carabin.jpg
19800035/354/47655,http://commons.wikimedia.org/wiki/Special:FilePath/Soho%2C%20Notre%20Dame%20De%20France%20Church%2C%20Statue%20of%20Our%20Lady%20of%20Mercy.jpg
19800035/459/61427,http://commons.wikimedia.org/wiki/Special:FilePath/Georges%20Delperier%20dans%20son%20atelier.jpg
LH/1038/38,http://commons.wikimedia.org/wiki/Special:FilePath/Arc%20de%20Triomphe%20mg%206828.jpg
LH/1043/53,http://commons.wikimedia.org/wiki/Special:FilePath/Tours%20%2837%29%20Cath%C3%A9drale%20Saint-Gatien%20Monument%20comm%C3%A9moratif%20de%20Mgr%20Fruchaud.jpg
LH/1175/55,http://commons.wikimedia.org/wiki/Special:FilePath/Gaston-Go%C3%BCin%202.jpg
LH/123/11,http://commons.wikimedia.org/wiki/Special:FilePath/F%C3%A9lix-Joseph%20Barrias.jpg
LH/128/58,http://commons.wikimedia.org/wiki/Special:FilePath/Jean-Fran%C3%A7ois%20Bartholoni%20%281796-1881%29.jpg
LH/1280/49,http://commons.wikimedia.org/wiki/Special:FilePath/H%C3%A9ment%2C%20F%C3%A9lix%2C%20GALLICA%2C%20Nadar.jpg
LH/1353/67,http://commons.wikimedia.org/wiki/Special:FilePath/General%20Gaston%20JANSSEN.jpg
LH/1357/15,http://commons.wikimedia.org/wiki/Special:FilePath/Jacques-Louis%20David%20-%20Le%20comte%20Jacques-Louis%20David%20-%20Le%20comte%20Francois-Arnail%20de%20Jaucourt-Arnail%20de%20Jaucourt.jpg
LH/1362/63,http://commons.wikimedia.org/wiki/Special:FilePath/Georges%20Jeannin.png
LH/1421/23,http://commons.wikimedia.org/wiki/Special:FilePath/Gustave%20Paul%20Lacapelle.jpg
LH/1442/45,http://commons.wikimedia.org/wiki/Special:FilePath/Fr%C3%A9d%C3%A9ric%20Lagrange%20%281815-1883%29.jpg
LH/1472/52,http://commons.wikimedia.org/wiki/Special:FilePath/Pascal%20cour%20Napoleon%20Louvre.jpg
LH/1487/69,http://commons.wikimedia.org/wiki/Special:FilePath/Gustave%20Larroumet%20by%20Lo%C3%BFs%20Delteil.jpg
LH/1495/8,http://commons.wikimedia.org/wiki/Special:FilePath/La%20Tour%20du%20Pin%2C%20Ren%C3%A9.jpg
LH/15/13,http://commons.wikimedia.org/wiki/Special:FilePath/Georges%20Albert%20%281776-1855%29.jpg
LH/1531/37,http://commons.wikimedia.org/wiki/Special:FilePath/LECLERC%20DE%20PULLIGNY%20f%C3%A9lix.jpg
LH/1583/57,http://commons.wikimedia.org/wiki/Special:FilePath/Georges%20Le%20Monnier.jpg
LH/1594/65,http://commons.wikimedia.org/wiki/Special:FilePath/Mus%C3%A9e%20Ingres-Bourdelle%20-%20Portrait%20du%20Baron%20Le%20Pelletier%2C%20prefet%20de%20Tarn-et-Garonne%20-%20Louis-L%C3%A9opold%20Boilly%20-%20Joconde00000055174.jpg
LH/1695/21,http://commons.wikimedia.org/wiki/Special:FilePath/Francois%20Maillot%20Briey.jpg
LH/1710/13,http://commons.wikimedia.org/wiki/Special:FilePath/Gabriel%20Malleterre%201920.jpg
LH/1743/25,http://commons.wikimedia.org/wiki/Special:FilePath/Pierre%20Marinovitch.jpg
LH/1865/16,http://commons.wikimedia.org/wiki/Special:FilePath/Fran%C3%A7ois%20%C3%89mile%20Michel%2C%201906.jpg
LH/1908/28,http://commons.wikimedia.org/wiki/Special:FilePath/Fran%C3%A7ois-Marie-Jacques%20Monjaret%20de%20Kej%C3%A9gu.jpg
LH/2034/62,http://commons.wikimedia.org/wiki/Special:FilePath/La%20madeleine%20maison%20Pagnerre.JPG
LH/2106/15,http://commons.wikimedia.org/wiki/Special:FilePath/Fran%C3%A7ois%20Tommy%20Perrens%2C%20ante%201900%20-%20Accademia%20delle%20Scienze%20di%20Torino%200096%20B.jpg
LH/2282/60,http://commons.wikimedia.org/wiki/Special:FilePath/Debussy%201885.jpg
LH/2325/11,http://commons.wikimedia.org/wiki/Special:FilePath/Paul%20Richer.jpg
LH/2338/40,http://commons.wikimedia.org/wiki/Special:FilePath/Fr%C3%A9d%C3%A9ric%20Ritter.JPG
LH/2397/33,http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20de%20Monsieur%20Gustave%20Rouland.jpg
LH/2398/34,http://commons.wikimedia.org/wiki/Special:FilePath/Mgr%20de%20La%20Bouillerie.jpg
LH/2488/53,http://commons.wikimedia.org/wiki/Special:FilePath/Fran%C3%A7ois%20Xavier%20de%20Schwarz.jpg
LH/2567/4,http://commons.wikimedia.org/wiki/Special:FilePath/Jules%20Tannery.jpg
LH/2762/52,http://commons.wikimedia.org/wiki/Special:FilePath/Gustave%20Worms.jpg
LH/297/18,http://commons.wikimedia.org/wiki/Special:FilePath/Gustave%20Borgnis-Desbordes%20Appert%20BNF%20Gallica%20%28cropped%29.jpg
LH/473/45,http://commons.wikimedia.org/wiki/Special:FilePath/Chambrelent%20def.jpg
LH/560/21,http://commons.wikimedia.org/wiki/Special:FilePath/Fran%C3%A7ois%20Cogn%C3%A9%201931.jpg
LH/586/67,http://commons.wikimedia.org/wiki/Special:FilePath/Felix%20coquelle.JPG
LH/635/11,http://commons.wikimedia.org/wiki/Special:FilePath/Fernandcrouanphoto.jpg
LH/87/30,http://commons.wikimedia.org/wiki/Special:FilePath/G%C3%A9n%C3%A9ral%20Gilbert%20D%C3%A9sir%C3%A9%20Joseph%20Bachelu.jpg
LH/919/44,http://commons.wikimedia.org/wiki/Special:FilePath/Ferdinand%20Fabre%20by%20Jean-Paul%20Laurens.jpg
LH/997/78,http://commons.wikimedia.org/wiki/Special:FilePath/Fernand%20Forest%201910.jpg
LH/2083/60,http://commons.wikimedia.org/wiki/Special:FilePath/Pellarin%20Charles.jpg
LH/278/20,http://commons.wikimedia.org/wiki/Special:FilePath/Christian%20de%20Bonchamps.jpg
19800035/1195/38203,http://commons.wikimedia.org/wiki/Special:FilePath/Georges%20Hardy%20%28historien%29%20recteur.jpg
19800035/123/15513,http://commons.wikimedia.org/wiki/Special:FilePath/Gaston%20Ravel.jpg
19800035/1277/47165,http://commons.wikimedia.org/wiki/Special:FilePath/Fernand-Philippart%20def.jpg
19800035/1290/49163,http://commons.wikimedia.org/wiki/Special:FilePath/Fernand%20Violle.jpg
19800035/150/19166,http://commons.wikimedia.org/wiki/Special:FilePath/Raoul%20Got%20en%201920.jpg
19800035/166/21270,http://commons.wikimedia.org/wiki/Special:FilePath/Fr%C3%A9d%C3%A9ric%20Bataille.png
19800035/167/21535,http://commons.wikimedia.org/wiki/Special:FilePath/Gustave%20Guiches%201921.jpg
19800035/223/29453,http://commons.wikimedia.org/wiki/Special:FilePath/Fran%C3%A7ois-Xavier%20Lesbre%20portrait.jpg
19800035/226/29901,http://commons.wikimedia.org/wiki/Special:FilePath/Sy%20pierre-alype.png
19800035/263/35140,http://commons.wikimedia.org/wiki/Special:FilePath/F%C3%A9lix%20Galipaux-1910.jpg
19800035/307/41396,http://commons.wikimedia.org/wiki/Special:FilePath/Georges%20Sabbagh%20-%20Greek%20Poet%20Fernand%20Mazade%20-%20Google%20Art%20Project.jpg
19800035/44/5510,http://commons.wikimedia.org/wiki/Special:FilePath/Villejuif-Gustave%20Roussy-1927.jpg
19800035/47/5791,http://commons.wikimedia.org/wiki/Special:FilePath/Vincent%20Scotto%2001.jpg | http://commons.wikimedia.org/wiki/Special:FilePath/Vincent%20Scotto%2002.jpg
19800035/648/74720,http://commons.wikimedia.org/wiki/Special:FilePath/Felix%20Lasserre.jpg
19800035/729/82826,http://commons.wikimedia.org/wiki/Special:FilePath/Faure%2C%20Firmin%20Andre%20Nazaire.jpg
19800035/771/87423,http://commons.wikimedia.org/wiki/Special:FilePath/Gilbert%20Garnier%20alors%20LtCol.jpg
19800035/775/87776,http://commons.wikimedia.org/wiki/Special:FilePath/Georges%20Nouelle%201932.jpg
LH/1118/39,http://commons.wikimedia.org/wiki/Special:FilePath/Fran%C3%A7ois%20Joseph%20G%C3%A9rard.jpg
LH/1192/64,http://commons.wikimedia.org/wiki/Special:FilePath/L%C3%A9opold%20Flameng%20-%20Georges%20Duplessis.jpg
LH/1233/1,http://commons.wikimedia.org/wiki/Special:FilePath/Florent%20Guillain.jpg
LH/1294/65,http://commons.wikimedia.org/wiki/Special:FilePath/M%20120%205%20Herr.jpg
LH/1500/7,http://commons.wikimedia.org/wiki/Special:FilePath/Gustave%20laurent.jpg
LH/1681/76,http://commons.wikimedia.org/wiki/Special:FilePath/Gustave%20Macon.jpg
LH/1736/76,http://commons.wikimedia.org/wiki/Special:FilePath/Guillaume%20F%C3%A9lix%20Alphonse%20Marey-Monge%20%281818-77%29%2C%20d%C3%A9put%C3%A9%20de%20C%C3%B4te%20d%27Or.jpg
LH/1736/77,http://commons.wikimedia.org/wiki/Special:FilePath/Jean-Baptiste%20Leclerc%20-%20Guillaume-Stanislas%20Marey-Monge%2C%20colonel%20des%20spahis%20r%C3%A9guliers.jpg
LH/1928/21,http://commons.wikimedia.org/wiki/Special:FilePath/Moreau%20de%20Tours%2C%20Georges%2C%20BNF%20Gallica.jpg
LH/2079/74,http://commons.wikimedia.org/wiki/Special:FilePath/Gustave%20P%C3%A9doya%201913.jpg
LH/2193/6,http://commons.wikimedia.org/wiki/Special:FilePath/Ernest%20polonceau%20bmr%2041%20292.jpg
LH/2199/54,http://commons.wikimedia.org/wiki/Special:FilePath/Gustave%20de%20Ponton%20d%27Am%C3%A9court.png
LH/236/2,http://commons.wikimedia.org/wiki/Special:FilePath/Missionaries%20tatsienlu%20Four%20Westerners%20in%20Tatsienlu%2C%201890%2C%20photographed%20by%20Prince%20Henri%20d%E2%80%99Orl%C3%A9ans.jpg
LH/2368/49,http://commons.wikimedia.org/wiki/Special:FilePath/Roguet.jpg
LH/2368/56,http://commons.wikimedia.org/wiki/Special:FilePath/Roguet.jpg
LH/2397/50,http://commons.wikimedia.org/wiki/Special:FilePath/Guillaume-Gr%C3%A9goire%20de%20Roulhac%20%281751-1824%29.jpg
LH/2443/54,http://commons.wikimedia.org/wiki/Special:FilePath/Fernand%20de%20Saintignon.jpg
LH/2580/36,http://commons.wikimedia.org/wiki/Special:FilePath/Le%20g%C3%A9n%C3%A9ral%20Teste%20entre%201812%20et%201831.jpg
