leonoreid,metier
19800035/1192/37869,sculpteur
19800035/598/67689,professeur d'université
19800035/1239/43074,professeur d'université
LH/1272/52,chimiste
LH/110/51,écrivain
LH/925/15,écrivain
LH/2250/34,écrivain
LH/2324/78,écrivain
LH/1378/1,écrivain
LH/1298/16,écrivain
LH/2779/36,écrivain
19800035/458/61278,généalogiste
19800035/193/25133,conférencier
LH/1514/3,journaliste
19800035/542/62072,historien de l'art
LH/1779/52,ingénieur
19800035/1330/54107,ingénieur
19800035/140/17790,ingénieur
19800035/699/79883,professeur
19800035/159/20378,professeur
LH/824/1,professeur
LH/1408/47,ingénieur aérospatial
LH/2720/94,officier de marine
LH/1132/19,compositeur
LH/2518/65,chorégraphe
LH/2778/7,folkloriste
19800035/542/62072,critique d'art
LH/2492/24,gynécologue
LH/509/32,physiologiste
19800035/261/34785,botaniste
LH/629/28,médecin
LH/389/47,avocat
LH/2778/7,anthropologue
19800035/451/60367,architecte
LH/537/22,chef d'orchestre
LH/1514/3,librettiste
19800035/876/2857,designer
LH/795/4,professeur
LH/2752/56,librettiste
LH/2518/65,librettiste
LH/962/37,librettiste
LH/1779/52,mathématicien
19800035/1221/40963,mathématicien
LH/1514/3,auteur de littérature pour la jeunesse
C/0/35,officier
LH/2087/73,officier
LH/228/23,officier
LH/353/27,officier
LH/251/35,officier
LH/228/24,officier
LH/2671/52,militaire
LH/462/25,militaire
LH/462/25,militaire
C/0/26,militaire
LH/986/59,militaire
LH/451/80,diplomate
LH/2732/20,diplomate
LH/556/53,officier
LH/1278/59,alpiniste
19800035/598/67689,violoncelliste
LH/1299/31,professeur
19800035/1469/70098,professeur
LH/1449/15,aquafortiste
LH/1278/59,géodésiste
LH/2532/24,explorateur
LH/2778/7,linguiste
LH/1449/15,graveur sur cuivre
LH/1272/52,minéralogiste
LH/110/51,poète
LH/2250/34,poète
LH/2324/78,poète
19800035/1121/28324,historien
LH/1037/98,historien
LH/1037/98,historien
LH/795/4,historien
19800035/542/62092,historien
LH/2337/27,diplomate
19800035/158/20166,diplomate
LH/824/1,historien
LH/871/40,historien
LH/191/64,professeur de musique
LH/1788/29,professeur de musique
19800035/598/67689,professeur de musique
LH/141/53,ingénieur
LH/141/53,ingénieur
19800035/1330/54107,inventeur
LH/2210/15,physicien
19800035/215/28145,dramaturge
19800035/876/2857,lithographe
19800035/1239/43074,résistant
LH/510/27,dramaturge
19800035/1004/16102,dramaturge
LH/598/28,personnalité politique
LH/2557/53,personnalité politique
LH/389/47,personnalité politique
LH/462/25,personnalité politique
LH/462/25,personnalité politique
LH/2250/34,personnalité politique
LH/2324/78,personnalité politique
LH/1298/16,personnalité politique
LH/986/59,personnalité politique
LH/44/10,mathématicien
LH/1990/2,mathématicien
19800035/762/86573,prêtre catholique
LH/469/61,prêtre catholique
19800035/762/86573,missionnaire
LH/2778/7,сollecteur de contes
LH/2515/16,acteur
19800035/246/32789,écrivain
19800035/990/14581,écrivain
LH/107/22,juriste
LH/549/73,bibliothécaire
LH/549/73,bibliothécaire
LH/343/10,prêtre catholique
LH/824/1,prêtre catholique
19800035/1416/63731,École polytechnique
LH/2732/20,traducteur
LH/962/36,enseignant
19800035/731/83080,enseignant
LH/258/74,économiste
LH/549/73,économiste
LH/549/73,économiste
LH/871/40,artiste
19800035/134/16949,prédicateur
19800035/1114/27554,graveur
LH/664/52,officier
LH/664/52,officier
19800035/577/65585,haut fonctionnaire
LH/607/13,haut fonctionnaire
19800035/7/840,banquier
LH/119/41,chimiste
LH/2268/58,chimiste
19800035/134/16949,prélat
LH/782/44,officier
LH/886/21,pianiste
LH/107/22,diplomate
LH/41/78,diplomate
LH/1968/3,diplomate
LH/1509/32,diplomate
LH/664/52,diplomate
LH/664/52,diplomate
LH/2356/18,avocat
LH/13/59,avocat
LH/311/25,avocat
LH/1777/29,avocat
LH/408/9,peintre
19800035/1333/54511,géographe
LH/815/4,peintre
LH/1816/46,pharmacien
LH/537/22,musicien
19800035/1114/27554,illustrateur
LH/1590/3,professeur
LH/2250/34,professeur
LH/2732/20,conservateur
LH/114/55,sculpteur
19800035/459/61427,sculpteur
LH/773/64,sculpteur
19800035/731/83080,architecte
LH/2034/62,architecte
19800035/122/15467,architecte
LH/863/93,chirurgien
LH/85/55,physicien
LH/537/22,auteur-compositeur
LH/119/41,aérostier
LH/2268/58,biologiste
LH/107/22,historien
LH/1299/31,historien
LH/667/59,historien
LH/667/59,historien
LH/664/52,historien
LH/664/52,historien
LH/549/73,historien
LH/549/73,historien
19800035/989/14531,relieur
LH/85/55,mathématicien
LH/871/40,géographe
19800035/218/28574,peintre
19800035/909/6182,peintre
19800035/1114/27554,peintre
LH/1590/3,bibliothécaire
19800035/1212/39851,militaire
LH/203/60,militaire
LH/1220/4,militaire
LH/1616/30,militaire
LH/1980/52,militaire
LH/1192/64,historien de l'art
LH/504/23,militaire
LH/691/35,militaire
LH/1276/77,militaire
19800035/1121/28324,journaliste
19800035/438/58593,journaliste
LH/1037/98,journaliste
LH/1037/98,journaliste
LH/62/14,journaliste
LH/494/21,journaliste
LH/815/4,journaliste
LH/2671/52,officier
LH/462/25,officier
LH/462/25,officier
LH/343/10,théologien
LH/2671/52,diplomate
C/0/26,diplomate
LH/122/14,diplomate
19800035/1114/27554,sculpteur
LH/201/62,dramaturge
19800035/3/389,dramaturge
19800035/1330/54107,ingénieur électricien
LH/863/93,professeur d'université
19800035/699/79883,égyptologue
19800035/1221/40963,professeur d'université
LH/850/7,prêtre catholique
LH/658/48,prêtre catholique
LH/2250/34,historien
19800035/1021/17943,chercheur
19800035/1234/42511,poète
LH/141/53,inventeur
LH/141/53,inventeur
LH/1816/46,inventeur
LH/664/52,traducteur
LH/664/52,traducteur
19800035/458/61311,ingénieur
LH/110/51,dramaturge
LH/2324/78,dramaturge
19800035/1416/63731,aviateur
19800035/1114/27554,artiste graphique
LH/1914/63,homme d'État
19800035/203/26628,botaniste
LH/485/63,chimiste
19800035/1004/16102,journaliste
19800035/197/25772,journaliste
LH/1299/31,conservateur
LH/119/41,agronome
LH/556/53,communard
LH/811/11,médailleur
LH/824/1,historien de l'Église
LH/494/21,éditeur
LH/2250/34,traducteur
LH/1298/16,traducteur
LH/1252/24,chirurgien
LH/2268/58,physiologiste
LH/811/11,dessinateur de timbres
LH/1536/28,peintre
19800035/799/90441,peintre
LH/2163/6,peintre
19800035/662/76150,guide de haute montagne
LH/1336/6,peintre
LH/1841/53,aviateur
19800035/320/43185,géologue
LH/2268/58,botaniste
LH/298/31,botaniste
19800035/1121/28324,auteur de littérature pour la jeunesse
LH/815/4,critique
LH/1816/46,chimiste
LH/2736/85,personnalité politique
LH/49/21,personnalité politique
LH/2575/15,personnalité politique
LH/2575/15,personnalité politique
LH/1365/26,personnalité politique
19800035/51/6258,personnalité politique
LH/39/80,personnalité politique
LH/39/80,personnalité politique
LH/710/31,personnalité politique
LH/789/19,personnalité politique
LH/919/55,personnalité politique
LH/1704/37,personnalité politique
LH/1980/52,personnalité politique
19800035/569/64725,personnalité politique
LH/2276/39,personnalité politique
LH/2679/57,personnalité politique
LH/49/20,personnalité politique
LH/691/35,personnalité politique
LH/1276/77,personnalité politique
19800035/1004/16102,réalisateur
19800035/159/20378,romaniste
LH/2282/86,illustrateur
19800035/1121/28324,romancier
19800035/1416/63731,artilleur
19800035/142/17971,critique littéraire
LH/920/1,forestier
LH/863/93,pathologiste
LH/2651/50,organiste
LH/1132/19,organiste
19800035/1021/17943,archéologue
19800035/699/79883,archéologue
19800035/418/55882,joueur de rugby à XV
LH/494/21,collectionneur d'œuvres d'art
LH/16/69,libraire
LH/2364/3,violoniste
LH/1536/28,sculpteur
19800035/355/47681,sculpteur
LH/589/25,sculpteur
19800035/1021/17943,anthropologue
LH/1336/8,peintre
LH/2282/86,peintre
LH/795/4,linguiste
LH/430/54,philosophe
19800035/438/58593,résistant
C/0/24,résistant
19800035/726/82595,helléniste
LH/815/4,préfacier
LH/44/10,professeur d'université
19800035/140/17790,industriel
19800035/89/11133,professeur
LH/598/28,ornithologue
LH/649/54,sculpteur
LH/141/53,ingénieur électricien
LH/141/53,ingénieur électricien
LH/1504/23,écrivain
19800035/1464/69334,écrivain
LH/2485/63,écrivain
LH/479/34,écrivain
LH/1299/31,orientaliste
LH/1822/21,orientaliste
LH/1590/3,égyptologue
LH/2282/86,éditeur
LH/1299/31,historien de l'art
19800035/790/89289,aviateur
19800035/1004/16102,nageur
LH/791/60,officier de marine
LH/2651/50,professeur d'université
LH/1132/19,professeur d'université
LH/925/15,professeur d'université
19800035/320/43185,professeur d'université
LH/863/93,anatomiste
19800035/1114/27554,graveur
LH/981/11,explorateur
19800035/1469/70098,sociologue
LH/2322/37,botaniste
19800035/159/20378,historien de la littérature
LH/824/1,linguiste
LH/258/74,statisticien
LH/2634/55,médecin interniste
LH/1299/31,archéologue
LH/2322/37,illustrateur botanique
LH/1822/21,magistrat
LH/1590/3,historien de l'art
19800035/320/43185,paléontologue
LH/925/15,journaliste
LH/2250/34,journaliste
LH/1010/64,médecin
LH/850/7,philosophe
19800035/1469/70098,philosophe
LH/298/40,écrivain
LH/2116/36,écrivain
19800035/1330/54131,écrivain
LH/1639/6,écrivain
19800035/1004/16102,joueur de water-polo
19800035/197/25772,résistant
19800035/1021/17943,professeur
19800035/1330/54107,ingénieur ferroviaire
LH/2732/20,archéologue classique
19800035/159/20378,administrateur
LH/298/31,lichénologue
LH/1590/3,numismate
LH/201/62,romancier
LH/4/20,avocat
LH/1510/4,avocat
LH/201/62,auteur de roman policier
19800035/662/76150,alpiniste
LH/2043/66,professeur de chant
LH/2282/86,botaniste
LH/85/55,météorologue
LH/110/51,chorégraphe
LH/1257/52,prêtre
LH/598/50,prêtre
LH/1822/21,linguiste
LH/664/52,linguiste
LH/664/52,linguiste
LH/16/69,éditeur
LH/1298/16,éditeur
19800035/252/33521,éditeur
19800035/252/33521,romaniste
LH/421/41,compositeur
LH/1257/52,architecte
LH/1590/3,archéologue
LH/2282/86,illustrateur botanique
19800035/1178/36451,athlète
LH/667/59,collectionneur d'œuvres d'art
LH/667/59,collectionneur d'œuvres d'art
LH/2322/37,bryologiste
LH/1822/21,philologue
LH/393/54,enseignant
LH/216/18,enseignant
LH/1336/8,caricaturiste
LH/1034/52,lithographe
LH/1336/6,lithographe
LH/2322/37,ptéridologue
LH/1590/3,anthropologue
LH/925/15,critique littéraire
LH/1299/31,helléniste
LH/1822/21,assyriologue
LH/459/63,naturaliste
19800035/803/91163,bibliothécaire
19800035/645/74404,bibliothécaire
LH/1725/27,bibliothécaire
LH/2025/15,militaire
LH/2623/74,militaire
LH/734/71,militaire
LH/445/51,militaire
LH/900/34,militaire
19800035/1455/68261,militaire
LH/2113/23,militaire
LH/1210/13,militaire
LH/425/85,militaire
LH/1034/35,militaire
LH/1510/4,militaire
LH/1298/16,auteur de littérature pour la jeunesse
19800035/235/31105,mathématicien
LH/1472/28,médecin
LH/825/7,médecin
LH/1338/28,médecin
LH/1636/24,philosophe
LH/2557/53,philosophe
LH/2250/34,philosophe
LH/1378/1,philosophe
19800035/1234/42511,astrologue
LH/2777/55,écrivain
LH/2132/4,écrivain
LH/358/10,écrivain
LH/459/63,écrivain
LH/1010/62,écrivain
LH/2356/18,juriste
19800035/1014/17171,juriste
LH/1777/29,juriste
LH/164/27,marin
LH/855/72,avocat
LH/1639/6,avocat
19800035/134/16900,architecte
LH/925/15,critique
LH/2575/15,officier
LH/2575/15,officier
LH/2190/22,officier
19800035/8/915,officier
LH/789/19,officier
LH/919/55,officier
LH/203/60,officier
LH/1710/13,officier
LH/1980/52,officier
LH/1252/24,urologue
19800035/1469/70098,indianiste
LH/2324/78,romancier
LH/110/51,librettiste
LH/2324/78,librettiste
LH/2640/10,militaire
LH/1560/45,militaire
LH/2116/36,militaire
LH/2368/30,militaire
LH/1214/23,militaire
LH/2485/63,poète
LH/2426/16,compositeur
19800035/311/41895,acteur de cinéma
LH/1973/1,ingénieur
LH/2282/86,graveur
LH/1378/1,essayiste
19800035/1290/49136,médecin
LH/1974/60,médecin
LH/298/40,poète
LH/1639/6,poète
LH/629/28,explorateur
LH/13/59,diplomate
LH/691/35,diplomate
LH/1276/77,diplomate
19800035/252/33521,lexicographe
LH/519/7,avocat
LH/1348/53,avocat
LH/2184/53,avocat
LH/2651/50,professeur de musique
LH/1336/8,dessinateur
LH/2250/34,linguiste
LH/2324/78,prosateur
19800035/246/32789,historien
LH/2356/18,historien
19800035/803/91163,historien
19800035/645/74404,historien
LH/2217/11,personnalité politique
LH/1083/5,personnalité politique
LH/1986/20,personnalité politique
LH/2025/15,personnalité politique
LH/276/23,personnalité politique
LH/445/51,personnalité politique
19800035/1283/48065,personnalité politique
LH/900/34,personnalité politique
LH/385/6,personnalité politique
LH/2373/35,personnalité politique
LH/2113/23,personnalité politique
LH/4/20,personnalité politique
LH/692/57,personnalité politique
LH/1974/2,personnalité politique
LH/2638/71,personnalité politique
LH/52/76,personnalité politique
LH/425/85,personnalité politique
LH/917/26,personnalité politique
LH/925/15,critique dramatique
LH/855/72,personnalité politique
LH/1474/52,personnalité politique
19800035/178/23013,personnalité politique
LH/1336/8,lithographe
LH/1560/45,personnalité politique
LH/509/71,personnalité politique
LH/1472/28,personnalité politique
LH/2284/49,personnalité politique
LH/393/54,personnalité politique
LH/492/45,personnalité politique
LH/2368/30,personnalité politique
LH/1639/6,personnalité politique
LH/1547/70,personnalité politique
19800035/90/11317,personnalité du monde des affaires
19800035/153/19499,militaire
LH/1859/15,militaire
LH/186/66,militaire
LH/1621/55,militaire
LH/713/49,militaire
LH/1817/55,maire
LH/191/56,ingénieur
LH/62/7,dramaturge
19800035/1234/42511,dramaturge
19800035/400/53609,inventeur
LH/459/63,poète
19800035/1234/42511,traducteur
LH/2736/85,haut fonctionnaire
LH/1365/26,haut fonctionnaire
LH/311/25,haut fonctionnaire
LH/2705/4,ébéniste
19800035/803/91163,archiviste
LH/2104/27,archiviste
19800035/990/14581,biographe
LH/2571/23,peintre
LH/2740/14,peintre
LH/962/36,peintre
19800035/446/59687,peintre
19800035/134/16891,peintre
LH/995/53,personnalité politique
19800035/153/19499,personnalité politique
LH/2617/35,personnalité politique
LH/2777/55,personnalité politique
19800035/653/75282,personnalité politique
LH/2192/20,personnalité politique
LH/2361/11,personnalité politique
LH/536/38,personnalité politique
LH/750/89,personnalité politique
LH/6/15,personnalité politique
LH/772/60,personnalité politique
LH/107/74,personnalité politique
LH/519/7,personnalité politique
19800035/1420/64163,personnalité politique
LH/1010/62,personnalité politique
19800035/915/6890,personnalité politique
LH/1195/34,personnalité politique
LH/1348/53,personnalité politique
LH/1621/55,personnalité politique
LH/1753/13,personnalité politique
LH/1838/34,personnalité politique
19800035/308/41412,personnalité politique
LH/384/54,professeur
LH/2284/49,professeur
LH/825/7,professeur
LH/816/84,sculpteur
19800035/193/25205,sculpteur
LH/825/7,physicien
LH/1034/35,pharmacien
LH/13/59,préfet
19800035/122/15467,historien de l'art
LH/62/7,journaliste
19800035/1472/70467,physicien
LH/2575/15,aviateur
LH/2575/15,aviateur
LH/1220/4,aviateur
LH/1624/81,chanteur
LH/298/40,bibliothécaire
LH/2249/7,bibliothécaire
LH/1510/4,juriste
LH/2623/74,officier
LH/734/71,officier
LH/445/51,officier
LH/2113/23,officier
LH/1853/29,officier
LH/2513/63,officier
LH/425/85,officier
LH/758/87,officier
LH/62/7,éditeur
19800035/1014/17171,sociologue
LH/2064/8,économiste
LH/2740/14,entomologiste
LH/62/7,chef d'entreprise
LH/1725/27,conservateur des bibliothèques
LH/2368/30,officier
LH/1547/70,officier
19800035/122/15467,archéologue
LH/833/43,personnalité politique
LH/1916/61,personnalité politique
LH/413/5,personnalité politique
LH/413/12,personnalité politique
LH/2558/80,personnalité politique
LH/175/59,personnalité politique
LH/949/20,personnalité politique
LH/2209/26,personnalité politique
LH/1077/49,personnalité politique
LH/455/53,personnalité politique
LH/2570/4,personnalité politique
LH/185/77,personnalité politique
LH/757/14,personnalité politique
LH/1843/45,personnalité politique
LH/2640/10,diplomate
LH/509/71,diplomate
LH/492/45,diplomate
LH/1777/29,magistrat
LH/335/68,soldat
LH/1151/45,personnalité politique
LH/342/81,personnalité politique
LH/698/47,personnalité politique
LH/910/54,personnalité politique
LH/53/26,personnalité politique
LH/375/25,personnalité politique
LH/2420/35,personnalité politique
LH/941/57,personnalité politique
LH/2098/58,personnalité politique
LH/412/9,personnalité politique
LH/2570/49,personnalité politique
LH/1563/44,personnalité politique
LH/263/59,personnalité politique
LH/1012/13,personnalité politique
LH/564/74,personnalité politique
LH/695/36,personnalité politique
LH/2383/86,personnalité politique
LH/2557/70,personnalité politique
LH/11/13,personnalité politique
LH/28/63,personnalité politique
LH/2780/7,personnalité politique
LH/34/93,personnalité politique
LH/71/74,personnalité politique
LH/98/8,personnalité politique
LH/61/18,personnalité politique
LH/191/56,personnalité politique
LH/118/10,personnalité politique
LH/629/56,personnalité politique
LH/761/92,personnalité politique
LH/788/4,personnalité politique
LH/1817/55,personnalité politique
LH/640/54,personnalité politique
LH/1269/86,personnalité politique
LH/923/54,personnalité politique
LH/316/40,personnalité politique
LH/878/55,personnalité politique
LH/983/55,personnalité politique
LH/1579/13,personnalité politique
LH/1530/30,personnalité politique
LH/1294/40,personnalité politique
LH/1504/94,personnalité politique
LH/2790/21,personnalité politique
LH/1849/25,personnalité politique
LH/2070/17,personnalité politique
LH/1931/59,personnalité politique
LH/2432/60,personnalité politique
LH/2464/50,personnalité politique
LH/2311/71,personnalité politique
LH/2554/17,personnalité politique
LH/2568/34,personnalité politique
LH/2288/36,personnalité politique
LH/2568/96,personnalité politique
LH/2222/16,personnalité politique
LH/2745/91,personnalité politique
LH/21/75,personnalité politique
LH/33/13,personnalité politique
LH/82/67,personnalité politique
LH/51/40,personnalité politique
LH/54/20,personnalité politique
LH/57/19,personnalité politique
LH/50/27,personnalité politique
LH/47/4,personnalité politique
LH/8/76,personnalité politique
LH/156/26,personnalité politique
LH/173/31,personnalité politique
LH/164/68,personnalité politique
LH/130/53,personnalité politique
LH/199/39,personnalité politique
LH/358/84,personnalité politique
LH/372/27,personnalité politique
LH/373/13,personnalité politique
LH/345/54,personnalité politique
LH/316/87,personnalité politique
LH/309/124,personnalité politique
LH/486/71,personnalité politique
LH/815/66,diplomate
LH/1986/20,diplomate
LH/2025/15,diplomate
LH/445/51,diplomate
19800035/178/23024,gymnaste artistique
LH/2284/49,historien
LH/1247/35,historien
LH/2356/18,préfacier
19800035/617/69872,résistant
19800035/1212/39851,résistant
19800035/185/24024,résistant
LH/2515/16,acteur de cinéma
LH/2705/4,sculpteur sur bois
LH/2571/23,dessinateur
LH/39/80,administrateur colonial
LH/39/80,administrateur colonial
19800035/185/24024,Mécanographie
19800035/178/23013,vétérinaire
LH/240/64,écrivain
LH/257/5,écrivain
LH/397/70,écrivain
LH/791/38,écrivain
LH/1349/14,écrivain
19800035/123/15545,historien
19800035/608/68615,historien
LH/1755/21,historien
LH/298/40,dramaturge
LH/393/54,traducteur
LH/1471/6,traducteur
LH/825/7,chimiste
LH/98/32,psychiatre
LH/1639/6,haut fonctionnaire
LH/1504/23,dramaturge
LH/2485/63,dramaturge
19800035/1290/49136,entrepreneur
LH/1838/34,entrepreneur
19800035/906/5883,as de l'aviation
LH/117/43,as de l'aviation
LH/1472/28,chirurgien
LH/2016/47,chirurgien
LH/421/41,premier violon
19800035/122/15381,prêtre catholique
LH/254/40,prêtre catholique
19800035/1478/71608,compositeur
LH/1841/28,compositeur
LH/1275/78,juriste
LH/2251/23,biologiste
LH/825/7,espérantiste
LH/825/7,biologiste
LH/270/9,officier
LH/186/66,officier
LH/1616/26,officier
LH/2126/47,avocat
LH/514/8,haut fonctionnaire
LH/2373/35,haut fonctionnaire
LH/973/42,haut fonctionnaire
19800035/791/89350,créateur de caractères
LH/384/54,géographe
LH/233/87,peintre
LH/427/85,architecte
LH/254/40,prélat
LH/2229/29,égyptologue
LH/421/41,violoniste
LH/98/32,neurologue
LH/2640/57,peintre
19800035/791/89350,peintre
LH/2617/35,diplomate
19800035/74/9159,personnalité du monde des affaires
19800035/901/5423,professeur d'université
LH/2777/55,dramaturge
19800035/1290/49136,dramaturge
LH/459/63,dramaturge
LH/1010/62,dramaturge
LH/492/45,journaliste
LH/729/101,marin
19800035/1237/42718,pédagogue
19800035/74/9159,militaire
LH/353/39,militaire
LH/310/26,militaire
LH/1270/65,militaire
LH/1124/62,militaire
LH/2782/80,militaire
LH/2064/8,sociologue
LH/2251/23,physiologiste
LH/1755/21,moraliste
LH/98/32,professeur d'université
19800035/1472/70467,professeur d'université
19800035/901/5423,érudit classique
LH/1624/81,artiste lyrique
LH/825/7,biochimiste
LH/1736/47,prêtre catholique
LH/2485/63,journaliste
19800035/920/7392,journaliste
19800035/791/89350,artiste graphique
19800035/149/18983,poète
LH/791/38,poète
LH/1472/28,pathologiste
LH/1338/28,pathologiste
LH/2229/29,archéologue
LH/216/18,archéologue
LH/665/2,artiste
LH/2426/16,chimiste
LH/665/2,ébéniste
LH/973/42,numismate
LH/772/60,haut fonctionnaire
19800035/364/48968,haut fonctionnaire
LH/1725/28,haut fonctionnaire
LH/277/31,haut fonctionnaire
LH/2397/23,haut fonctionnaire
LH/384/54,anthropologue
LH/729/101,ingénieur
LH/1986/48,aviateur
19800035/301/40532,botaniste
19800035/256/34090,botaniste
LH/298/40,romancier
19800035/901/5423,professeur d'enseignement secondaire
LH/1639/6,industriel
LH/233/87,aquafortiste
LH/1891/6,officier de marine
LH/1505/62,aérostier
LH/2794/29,chirurgien
LH/384/54,essayiste
LH/1247/35,essayiste
LH/107/74,banquier
LH/2184/53,banquier
LH/973/42,anthropologue
19800035/1464/69334,salonnier
LH/973/42,archéologue
LH/815/77,officier de la Marine française
LH/1891/6,explorateur
LH/2661/17,personnalité politique
LH/658/25,personnalité politique
19800035/850/36,personnalité politique
LH/100/63,personnalité politique
LH/194/36,personnalité politique
LH/233/76,personnalité politique
LH/312/3,personnalité politique
19800035/149/18983,personnalité politique
LH/411/65,personnalité politique
19800035/276/36929,personnalité politique
LH/789/45,personnalité politique
LH/856/8,personnalité politique
LH/2126/47,personnalité politique
LH/1125/66,personnalité politique
LH/1174/44,personnalité politique
19800035/106/13324,personnalité politique
LH/1110/11,personnalité politique
LH/1335/67,personnalité politique
LH/236/44,personnalité politique
19800035/188/24440,personnalité politique
LH/1548/75,personnalité politique
19800035/248/33080,personnalité politique
LH/1945/66,personnalité politique
LH/891/35,linguiste
LH/1471/6,linguiste
19800035/28/3535,peintre
LH/24/74,peintre
19800035/245/32598,peintre
LH/633/59,peintre
19800035/1290/49136,viticulteur
LH/1338/40,philosophe
19800035/1283/48065,soldat
LH/589/102,soldat
19800035/901/5423,épigraphiste
LH/1624/81,professeur de musique
LH/421/41,professeur de musique
LH/891/35,philologue classique
LH/1736/47,théologien
19800035/1464/69334,acteur de cinéma
LH/24/74,sculpteur
LH/633/59,sculpteur
LH/665/2,sculpteur
19800035/1190/37667,sculpteur
LH/1755/21,philologue
LH/2284/49,indianiste
LH/1891/6,administrateur colonial
LH/2249/7,latiniste
LH/1471/6,indianiste
LH/479/34,administrateur colonial
19800035/301/40532,lichénologue
19800035/901/5423,historien des religions
19800035/901/5423,historien de l'économie
19800035/901/5423,historien social
19800035/773/87563,photographe
LH/2184/53,patron de presse
19800035/901/5423,historien de l'Antiquité classique
LH/216/18,directeur de musée
LH/891/35,helléniste
19800035/153/19499,journaliste
LH/2132/4,journaliste
LH/1010/62,journaliste
19800035/901/5423,archéologue des provinces romaines
19800035/93/11652,astronome
LH/128/52,écrivain
19800035/122/15381,diacre catholique
LH/1974/2,administrateur
LH/52/76,franc-maçon
LH/175/22,naturaliste
19800035/758/85951,enseignant
19800035/883/3596,écrivain
19800035/1412/63204,écrivain
19800035/1016/17450,écrivain
19800035/378/50688,médecin
LH/821/28,médecin
LH/580/87,compositeur
LH/2286/32,avocat
LH/2777/55,critique littéraire
LH/1010/62,critique littéraire
LH/1328/20,médecin
LH/290/19,médecin
LH/1369/77,médecin
LH/633/59,verrier
LH/665/2,bronzier
LH/1010/62,critique d'art
19800035/915/6890,médecin militaire
LH/1348/53,conseiller d'État
LH/1500/61,prêtre
LH/358/10,auteur de littérature pour la jeunesse
LH/772/60,magistrat
LH/107/74,industriel
LH/633/59,céramiste
LH/2397/23,romancier
LH/1477/69,militaire
LH/2720/52,militaire
LH/200/31,militaire
LH/430/41,militaire
LH/221/50,militaire
LH/67/75,militaire
LH/69/22,militaire
LH/1534/81,militaire
LH/2043/8,militaire
LH/1071/17,militaire
19800035/1290/49136,pilote automobile
19800035/614/69226,architecte
19800035/1304/50607,architecte
LH/2397/23,essayiste
19800035/173/22288,personnalité du monde des affaires
LH/2132/4,explorateur
19800035/1290/49136,philanthrope
LH/1275/78,escrimeur
LH/2132/4,écrivain de science-fiction
LH/653/45,administrateur colonial
LH/1070/53,militaire
LH/153/47,militaire
LH/346/66,militaire
19800035/216/28330,militaire
LH/134/63,militaire
LH/1564/3,militaire
19800035/23/2876,militaire
LH/1643/26,militaire
LH/403/2,militaire
LH/963/37,militaire
19800035/90/11317,résistant
19800035/364/48968,résistant
LH/393/70,ingénieur
19800035/0346/46511,écrivain
19800035/1478/71608,chef d'orchestre
LH/1972/54,compositeur
19800035/843/96418,économiste
LH/856/8,imprimeur
LH/725/17,enseignant
LH/2324/70,médecin
LH/2773/22,officier
LH/353/39,officier
LH/1270/65,officier
LH/2782/80,officier
LH/1174/44,officier
LH/236/44,officier
19800035/741/84177,avocat
19800035/36/4598,architecte
19800035/883/3596,poète
19800035/559/63732,poète
LH/1966/50,militaire
19800035/289/38811,militaire
LH/297/18,militaire
LH/2788/95,militaire
LH/1421/23,militaire
LH/2079/74,militaire
LH/293/3,diplomate
LH/1099/43,diplomate
LH/1213/13,ingénieur
LH/1488/52,ingénieur
19800035/973/12809,ingénieur
LH/1775/36,ingénieur
19800035/586/66461,personnalité politique
LH/819/49,personnalité politique
LH/819/48,personnalité politique
19800035/52/6373,personnalité politique
LH/175/22,personnalité politique
19800035/435/58191,personnalité politique
LH/584/12,personnalité politique
LH/1477/69,personnalité politique
19800035/378/50688,personnalité politique
LH/1305/17,personnalité politique
LH/1758/1,personnalité politique
LH/2368/58,personnalité politique
LH/2252/20,personnalité politique
LH/2713/6,personnalité politique
LH/200/31,personnalité politique
LH/378/62,personnalité politique
19800035/686/78552,personnalité politique
LH/385/46,personnalité politique
LH/1339/41,personnalité politique
LH/2773/24,personnalité politique
LH/2773/24,personnalité politique
LH/2787/64,personnalité politique
LH/430/41,personnalité politique
LH/2661/71,personnalité politique
LH/1481/54,personnalité politique
LH/1952/56,personnalité politique
LH/707/8,personnalité politique
LH/685/72,personnalité politique
LH/2679/40,personnalité politique
LH/2286/32,personnalité politique
LH/221/50,personnalité politique
19800035/725/82492,personnalité politique
LH/2664/31,personnalité politique
LH/1425/40,personnalité politique
LH/1653/16,personnalité politique
19800035/370/49710,historien
LH/1301/34,historien
LH/1349/14,historien
LH/1972/54,poète
LH/997/86,inventeur
LH/2193/6,ingénieur
LH/1678/64,ingénieur
LH/1804/1,ingénieur
LH/1994/40,ingénieur
19800035/1258/45122,prêtre catholique
LH/316/86,personnalité politique
LH/1148/43,personnalité politique
LH/1153/22,personnalité politique
LH/1195/36,personnalité politique
LH/1195/33,personnalité politique
LH/1285/17,personnalité politique
LH/1175/71,personnalité politique
LH/1641/58,personnalité politique
LH/1645/66,personnalité politique
19800035/1266/45936,personnalité politique
19800035/996/15236,personnalité politique
LH/1670/43,personnalité politique
LH/963/37,personnalité politique
19800035/1097/25912,personnalité politique
LH/1865/45,personnalité politique
19800035/1277/47257,personnalité politique
