pays,ville,coordonnesgroup
Algérie,Eulma,Point(7.46163 36.73875)
Algérie,Mih Ouansa,Point(6.70527778 33.19694444)
Algérie,Reguiba,Point(6.7123032 33.5642125)
Algérie,Sidi M'Hamed Ben Ali,Point(0.843055555 36.144722222)
Algérie,Taghit,Point(-2.033333333 30.916666666)
Algérie,Tamacine,Point(6.0226536 33.0219782)
Algérie,Theniet El Had,Point(2.02878 35.871)
Algérie,Aougrout,Point(0.338888888 28.705555555)
Algérie,Ouadhia,Point(4.083333 36.55) | Point(4.08333333 36.55)
Algérie,Aït-Smail,Point(5.229664 36.54626)
Algérie,Akfadou,Point(4.55449 36.2942)
Algérie,Ben Foudhala El Hakania,Point(6.017777777 35.3525)
Algérie,Boulhilat,Point(6.6625 35.724444444)
Algérie,Guernini,Point(2.68203 35.19992)
Algérie,Iboudraren,Point(4.239542 36.518311)
Algérie,Aïn Lahdjar,Point(5.53333333 35.93333333)
Algérie,Aïn Laloui,Point(3.75 36.31666667)
Algérie,Aïn Legraj,Point(4.891 36.4096)
Algérie,Aïn Mellouk,Point(6.176435 36.274991)
Algérie,Aïn Nehala,Point(-0.93222222 35.02722222)
Algérie,Aïn Taghrout,Point(5.07666667 36.12888889)
Algérie,Aïn Tesra,Point(5.00222222 36.03694444)
Algérie,Meftah,Point(3.222222222 36.619444444)
Algérie,Grarem Gouga,Point(6.33333333 36.51666667)
Algérie,El Milia,Point(6.26666667 36.75)
Algérie,Aïn Sefra,Point(-0.583333333 32.75)
Algérie,Beidha Bordj,Point(5.10138893 35.81277847) | Point(5.6637096 35.8940565)
Algérie,Bekkaria,Point(8.2421494 35.3721148)
Algérie,Belassel Bouzegza,Point(0.4989 35.84067)
Algérie,Beni Hocine,Point(5.12743 36.27229)
Algérie,Beni Snous,Point(-1.5425 34.6625)
Algérie,Birkhadem,Point(3.05 36.716666666)
Algérie,Boukhanafis,Point(-0.723381 35.0661136)
Algérie,Bouzeghaia,Point(1.239696 36.338835)
Algérie,Chahbounia,Point(2.60333 35.54472)
Algérie,Chefia,Point(8.038881 36.611015)
Algérie,Chetouane,Point(-1.289767 34.920308)
Algérie,Dar Chioukh,Point(3.48333333 34.9)
Algérie,Zerdaza,Point(6.8632793 36.6288227)
Algérie,Aïn Babouche,Point(7.18555556 35.94111111)
Algérie,Aïn Benian (Aïn Defla),Point(2.388611111 36.351944444)
Algérie,Aïn Chouhada,Point(2.52194444 34.24111111)
Algérie,Aïn Smara,Point(6.5 36.26666667)
Algérie,Aïn Tine,Point(6.325 36.396666666)
Algérie,Aït Oumalou,Point(4.22198 36.6516)
Algérie,Assi Youcef,Point(4.01855 36.507084)
Algérie,Baghaï,Point(7.1143341 35.5219228)
Algérie,Belaa,Point(5.853653 36.20259)
Algérie,Belimour,Point(4.87984 35.98045)
Algérie,Ben Badis (Sidi Bel Abbès),Point(-0.91444444 34.95277778)
Algérie,Ben Djerrah,Point(7.3685646 36.432125) | Point(7.368611 36.432222)
Algérie,Ben Srour,Point(4.5637894 35.040257)
Algérie,Beni Chebana,Point(4.87613 36.46508)
Algérie,Beni Djellil,Point(4.794722222 36.563888888)
Algérie,Beni Slimane,Point(3.30596 36.22703)
Algérie,Beni Zentis,Point(0.6636214 36.1114865)
Algérie,Berriche,Point(7.3768044 35.9164425)
Algérie,Berrihane,Point(8.12385 36.83725)
Algérie,Bir Ould Khelifa,Point(2.233333333 36.183333333)
Algérie,Bitam,Point(5.372222222 35.3075)
Algérie,Boghar,Point(2.71667 35.91139)
Algérie,Bouguirat,Point(0.2532005 35.7515277)
Algérie,Bouhamdane,Point(7.1111584 36.4628488)
Algérie,Bouhmama,Point(6.74657 35.32034)
Algérie,Bourached,Point(1.9292 36.1691)
Algérie,Bousselam,Point(5.04359 36.49419)
Algérie,Aokas,Point(5.25 36.633333)
Algérie,Dahmouni,Point(1.4762879 35.4166842)
Algérie,Dely Ibrahim,Point(2.983333333 36.75)
Algérie,Djemaa Ouled Cheikh,Point(2.005 36.077930555)
Algérie,El Asnam,Point(4.013888888 36.321111111)
Algérie,El Hadjar,Point(7.733333333 36.8)
Algérie,El Hadjeb,Point(5.59694444 34.79027778)
Algérie,El Hamadia,Point(4.75 35.98333333)
Algérie,El Hamadna,Point(0.75 35.9)
Algérie,El Houamed,Point(4.291944444 35.214722222)
Algérie,El Khabouzia,Point(3.60083333 36.31638889)
Algérie,El Magharia,Point(3.108888888 36.731388888)
Algérie,El Mehara,Point(0.36444444 33.31166667)
Algérie,El Mizaraa,Point(6.29278 34.7216)
Algérie,El Ouldja,Point(5.95369 36.0637) | Point(1.12083333 35.91083333)
Algérie,Hadjout,Point(2.41382 36.51257) | Point(2.41666667 36.51666667)
Algérie,Hassi Mameche,Point(0.073055555 35.860277777)
Algérie,Ksar El Hirane,Point(3.146 33.789388888)
Algérie,Mekhadma,Point(5.483333 34.65)
Algérie,Oggaz,Point(-0.266667 35.566667)
Algérie,Ouled Si Slimane,Point(5.632777777 35.610833333)
Algérie,Maadid,Point(4.79558 35.81482)
Algérie,Méchria,Point(-0.283333333 33.55)
Algérie,Chaiba,Point(2.7292872 36.6245347)
Algérie,Chebaita Mokhtar,Point(7.74166667 36.75583333)
Algérie,Chettia,Point(1.247778 36.176389)
Algérie,Chettouane Belaila,Point(-0.83638889 34.95)
Algérie,Chiffa,Point(2.741111111 36.4625)
Algérie,Guenzet,Point(4.833333 36.316667)
Algérie,Had Echkalla,Point(1.14722222 35.67916667)
Algérie,Hamadia,Point(1.87472222 35.45944444)
Algérie,Hamma,Point(5.37277778 35.68055556)
Algérie,Hamma Bouziane,Point(6.59603 36.412) | Point(6.71666667 36.53333333)
Algérie,Hammam Boughrara,Point(-1.63333333 34.9)
Algérie,Hammam Debagh,Point(7.266666666 36.461111111)
Algérie,Hammedi,Point(3.2676 36.677)
Algérie,Hassi Ben Okba,Point(-0.46583333 35.72944444)
Algérie,Iflissen,Point(4.220277777 36.863611111)
Algérie,Aïn Deheb,Point(1.54916667 34.84444444)
Algérie,Aïn Lechiekh,Point(2.404166666 36.156944444)
Algérie,Aïn Tarek,Point(1.116666666 35.766666666)
Algérie,Aouf,Point(0.355854 35.0978612)
Algérie,Beni Douala,Point(4.066667 36.616667)
Algérie,Bethioua,Point(-0.259573 35.80471)
Algérie,Darguina,Point(5.3 36.566666666)
Algérie,Dellys,Point(3.883333 36.916667)
Algérie,Djaafra,Point(4.66361 36.29294)
Algérie,Djeniene Bourezg,Point(-0.816666666 32.366666666)
Algérie,Djidioua,Point(0.8306694 35.9293707)
Algérie,Mechraa Houari Boumedienne,Point(-2.7375 30.932222222)
Algérie,Meridja,Point(-2.95 31.55)
Algérie,Seraïdi,Point(7.666666666 36.916666666)
Algérie,Tamridjet,Point(5.3738 36.572)
Algérie,Taxlent,Point(5.8 35.605555555)
Algérie,Tighanimine,Point(6.302777777 35.211111111)
Algérie,Timoudi,Point(-1.133333333 29.316666666)
Algérie,Aïn El Hammam,Point(4.306111111 36.564722222) | Point(4.30972222 36.57138889)
Algérie,El Aouana,Point(5.6 36.76666667)
Algérie,Oued Djemaa,Point(2.3 36.066666666)
Algérie,Chéraga,Point(2.95 36.766666666)
Algérie,El Attaf,Point(1.666666666 36.216666666)
Algérie,T'Kout,Point(6.308611111 35.139166666)
Algérie,Maghraoua,Point(3.53527778 36.35138889)
Algérie,Marsat El Hadjadj,Point(-0.166667 35.7833)
Algérie,Mellakou,Point(1.234374 35.253084)
Algérie,Tamlouka,Point(7.141666666 36.155555555)
Algérie,Bordj Zemoura,Point(4.855957 36.292991)
Algérie,Bouzareah,Point(3.01772 36.78988)
Algérie,Cherchell,Point(2.19 36.6075)
Algérie,Chetma,Point(5.809621 34.8498574)
Algérie,Dahra,Point(0.851666666 36.255277777)
Algérie,Dar El Beïda,Point(3.2125 36.71416667)
Algérie,Debila,Point(6.937995 33.5063336)
Algérie,Djamaa,Point(5.9909821 33.5313787)
Algérie,El Borma,Point(9.17916667 31.65638889)
Algérie,Ghriss,Point(0.1613617 35.2481425)
Algérie,Ksar Chellala,Point(2.31666667 35.21666667)
Algérie,Medroussa,Point(0.9993696 35.1916968)
Algérie,Merahna,Point(8.155 36.1975)
Algérie,Ramka,Point(1.283333333 35.866666666)
Algérie,Serdj El Ghoul,Point(5.5771 36.478)
Algérie,Sidi Ziane,Point(3.25555556 35.99333333)
Algérie,Souamaâ,Point(4.34162 36.64169)
Algérie,Souk Tlata,Point(-2.0 35.023888888)
Algérie,Stitten,Point(1.2233448 33.757992)
Algérie,Tadjrouna,Point(2.1019077 33.5040434)
Algérie,Taibet,Point(6.3999653 33.0839189)
Algérie,Tirmitine,Point(3.984776 36.661809)
Algérie,Tlatet Eddouar,Point(2.96326 35.9808)
Algérie,Mihoub,Point(3.4757566 36.3530847)
Algérie,Minar Zarza,Point(5.9 36.529166666)
Algérie,Mizrana,Point(4.096183333 36.845125)
Algérie,Moghrar,Point(-0.583333333 32.516666666)
Algérie,Morsott,Point(8.007222 35.668333)
Algérie,Oued Goussine,Point(1.494444444 36.525555555)
Algérie,Oued Zitoun,Point(8.0575 36.46611111)
Algérie,Ouled Fadel,Point(6.624722222 35.484166666)
Algérie,Ouled Slimane,Point(4.73694444 34.91611111)
Algérie,Ouled Yahia Khedrouche,Point(6.20138889 36.71722222)
Algérie,Sfissifa,Point(-0.866666666 32.733333333)
Algérie,Terrai Bainen,Point(6.122222222 36.530833333)
Algérie,Deux Bassins,Point(3.29944444 36.46944444)
Algérie,Dhaya,Point(-0.6207275 34.6753586) | Point(-0.61666667 34.68333333)
Algérie,Djebala,Point(-1.795063 34.976423)
Algérie,Djebel Messaad,Point(4.0925 34.99111111)
Algérie,Djinet,Point(3.7231207 36.8769773)
Algérie,El Achir,Point(4.63333333 36.06666667)
Algérie,El Adjiba,Point(4.15 36.33333333)
Algérie,El Affroun,Point(2.63333333 36.46666667)
Algérie,El Azizia,Point(3.49412 36.2866)
Algérie,El Emir Abdelkader,Point(-1.403333333 35.224444444)
Algérie,El Guettana,Point(-0.05 35.408333333)
Algérie,El Hakimia,Point(3.78055556 36.09111111)
Algérie,El Ma Labiodh,Point(8.17 35.20555556)
Algérie,El Meridj,Point(8.22951 35.7931) | Point(8.23333333 35.8)
Algérie,Ferkane,Point(7.4122524 34.5540735)
Algérie,Ammi Moussa,Point(1.11667 35.86667)
Algérie,Kraakda,Point(0.9572697 33.3192686)
Algérie,Oum Touyour,Point(5.83333333 34.15333333)
Algérie,Sebgag,Point(1.92798 34.02958)
Algérie,Tiaret,Point(1.316666666 35.366666666)
Algérie,Zekri,Point(4.553146 36.776292)
Algérie,Rahia,Point(7.6451111 35.7635077)
Algérie,Ras El Aïn Amirouche,Point(-0.2125 35.5925)
Algérie,Rebaia,Point(3.13812 36.02783)
Algérie,Sidi Slimane,Point(1.730555555 33.833333333) | Point(6.09472222 33.28861111) | Point(1.68111111 35.86)
Algérie,Guerouaou,Point(2.883333333 36.522222222)
Algérie,Hamraia,Point(6.2305784 34.1109518)
Algérie,Hennaya,Point(-1.366667 34.95)
Algérie,Khemis El Khechna,Point(3.33055556 36.65)
Algérie,Kouba,Point(3.086388888 36.733611111)
Algérie,Salah Bey,Point(5.29166667 35.85416667)
Algérie,Sayada,Point(0.13072 35.9513) | Point(0.13333333 35.95)
Algérie,Sedjerara,Point(0.213888888 35.630555555)
Algérie,Sidi Ahmed,Point(0.259722222 34.55)
Algérie,Sidi Ammar (Wilaya d'Annaba),Point(7.717777777 36.8175)
Algérie,Sidi Ayad,Point(4.05 36.68333)
Algérie,Sidi Benyebka,Point(-0.394682 35.8294)
Algérie,Sidi Daoud,Point(3.85 36.85)
Algérie,Sidi Khouiled,Point(5.41833333 31.97972222)
Algérie,Sidi Maarouf,Point(6.2725 36.6475)
Algérie,Tabia,Point(-0.7338524 35.0178366)
Algérie,Tadmaït,Point(3.901863 36.742736)
Algérie,Taghzout,Point(3.95937 36.4085) | Point(6.79582 33.4748)
Algérie,Talassa,Point(1.09108 36.424321)
Algérie,Terny Beni Hdiel,Point(-1.35812 34.7958)
Algérie,Idjeur,Point(4.5186453 36.6664284)
Algérie,Irdjen,Point(4.149642 36.661297)
Algérie,Boukadir,Point(1.124444 36.063611)
Algérie,El Bouni,Point(7.743888888 36.850555555)
Algérie,Kheneg Mayoum,Point(6.28416667 37.00833333)
Algérie,Khettouti Sed El Djir,Point(4.17676 35.6303)
Algérie,Khezarra,Point(7.5293 36.3694)
Algérie,N'Gaous,Point(5.610555555 35.555)
Algérie,Tigherghar,Point(5.969722222 35.160277777)
Algérie,Tizi,Point(0.0715828 35.314845)
Algérie,Yatafen,Point(4.256086 36.552224)
Algérie,Zaafrane,Point(2.85705 34.85076)
Algérie,Zaouia El Abidia,Point(6.0821 33.1374)
Algérie,Zenata,Point(-1.45844 34.9844)
Algérie,Zeribet El Oued,Point(6.50228 34.6831)
Algérie,Ziama Mansouriah,Point(5.4811 36.6737)
Algérie,Douaouda,Point(2.783333 36.666667)
Algérie,Echatt,Point(7.875137 36.830172)
Algérie,El Aricha,Point(-1.25583333 34.22277778)
Algérie,El Bordj,Point(0.30166667 35.51583333)
Algérie,El Fedjoudj Boughrara Saoudi,Point(6.817017 35.70805)
Algérie,El Ghicha,Point(2.15 33.93333333)
Algérie,El Ghrous,Point(5.28527778 34.70527778)
Algérie,El Guelb El Kebir,Point(3.41611111 36.25638889)
Algérie,El Hadjira,Point(5.51666667 32.61666667)
Algérie,El Hassaine,Point(-0.0333333 35.7667)
Algérie,El Hassasna,Point(0.32305556 34.82416667)
Algérie,El Houaita,Point(2.44583333 33.64527778)
Algérie,El Houidjbet,Point(8.28 35.293888888)
Algérie,El Marsa,Point(7.25305556 37.03) | Point(0.916586 36.401579) | Point(3.255555555 36.811111111)
Algérie,El Outaya,Point(5.6 35.0333)
Algérie,Gouraya,Point(1.9 36.56666667)
Algérie,Heddada,Point(8.3377472 36.2306963)
Algérie,Honaïne,Point(-1.65503 35.176483) | Point(-1.65 35.18333333)
Algérie,Mekla,Point(4.2681185 36.6876391)
Algérie,Oued El Abtal,Point(0.68333333 35.45)
Algérie,Oum Ali,Point(8.30094 35.0107)
Algérie,Rahouia,Point(1.0221577 35.5302705)
Algérie,Robbah,Point(6.9107437 33.2809965)
Algérie,Selmana,Point(3.6010265 34.1765892)
Algérie,Si Mahdjoub,Point(2.71666667 36.16666667)
Algérie,Sig,Point(-0.185 35.527)
Algérie,Tadjemout,Point(2.5234222 33.8795726)
Algérie,Taleb Larbi,Point(7.51731 33.7276)
Algérie,Zemmora,Point(0.75 35.716667)
Algérie,Illilten,Point(4.40429 36.50796)
Algérie,Kef El Ahmar,Point(0.6325 33.85)
Algérie,Khenguet Sidi Nadji,Point(6.70698 34.8058)
Algérie,Koléa,Point(2.765 36.640555555)
Algérie,Ksar el Boukhari,Point(2.75083333 35.88555556)
Algérie,Ghebala,Point(6.3896927 36.6275064)
Algérie,Kerzaz,Point(-1.416666666 29.45)
Algérie,Achaacha,Point(0.6342674 36.2462719)
Algérie,Texenna,Point(5.7909778 36.6605708)
Algérie,Aïn El Melh,Point(4.16111111 34.84833333)
Algérie,Chechar,Point(7.00404 35.03799)
Algérie,M'Chedallah,Point(4.270935 36.365181)
Algérie,M'cisna,Point(4.71262 36.564082)
Algérie,M'Toussa,Point(7.2449684 35.5993919)
Algérie,Matemore,Point(0.21359 35.32574)
Algérie,Merad,Point(2.4267769 36.4762392)
Algérie,Messelmoun,Point(2.002387 36.563186)
Algérie,Moudjebara,Point(3.4704351 34.503692)
Algérie,Sidi Aoun,Point(6.905 33.542222222)
Algérie,Sidi Boumedienne,Point(-0.893055555 35.354166666)
Algérie,Hammam Guergour,Point(5.06666667 36.31666667)
Algérie,Hammamet,Point(7.95305556 35.44833333)
Algérie,Haraza,Point(4.22347 36.15647)
Algérie,Ibn Badis,Point(-0.91666667 34.95) | Point(6.83195 36.3173)
Algérie,Imsouhel,Point(4.38786 36.56926)
Algérie,Aïn Bouyahia,Point(1.766666666 36.283333333)
Algérie,Aïn Ghoraba,Point(-1.38916667 34.71388889)
Algérie,Aïn Larbi,Point(7.39777778 36.26583333)
Algérie,Aïn Oulmene,Point(5.3 35.91666667)
Algérie,Aïn Sandel,Point(7.5125 36.24472222)
Algérie,Aïn Soltane,Point(0.30221 34.9679)
Algérie,Aïn Soltane (Souk Ahras),Point(7.36916667 36.17833333)
Algérie,Aït Toudert,Point(4.18511 36.5201)
Algérie,Arbaouat,Point(0.5812401 33.0882649)
Algérie,Igli,Point(-2.291416666 30.453194444)
Algérie,Nekmaria,Point(0.616667 36.1667)
Algérie,Nesmoth,Point(0.380277777 35.254166666)
Algérie,Ouacif,Point(4.205555555 36.523611111)
Algérie,Oued El Barad,Point(5.40138889 36.47666667)
Algérie,Ouled Addi Guebala,Point(4.87777778 35.67055556)
Algérie,Ouled Bessem,Point(1.86666667 35.68333333)
Algérie,Ouled Derradj,Point(4.78333333 35.68333333)
Algérie,Ouled Khalouf,Point(6.125 36.055555555)
Algérie,Ouled Maaref,Point(3.033333333 35.816666666)
Algérie,Ouled Madhi,Point(4.50833333 35.57666667)
Algérie,Khalouia,Point(0.2969742 35.4619283)
Algérie,Kheïri Oued Adjoul,Point(6.14166667 36.85944444)
Algérie,Khemissa,Point(7.653333333 36.193055555)
Algérie,Damous,Point(1.7042971 36.5494659)
Algérie,Behir Chergui,Point(7.717896 35.790804)
Algérie,Ben Allal,Point(2.166666666 36.316666666)
Algérie,Ben Daoud,Point(4.183333333 36.05)
Algérie,Benhar,Point(3.00984 35.48473)
Algérie,Beni Hamiden,Point(6.54972 36.50556)
Algérie,Beni/Aït Aïssi,Point(0.25 29.6)
Algérie,Beniane,Point(0.2294254 35.0993359)
Algérie,Bin El Ouiden,Point(6.5656185 36.807979)
Algérie,Bordj Ben Azzouz,Point(5.3628 34.6972)
Algérie,Bou Hanifia,Point(-0.048333 35.316111)
Algérie,Boualem,Point(1.5341377 33.7290511)
Algérie,Bouarfa,Point(2.816388888 36.466944444)
Algérie,Bouchrahil,Point(3.158751 36.252882)
Algérie,Bougous,Point(8.36935 36.659469)
Algérie,Bouinan,Point(2.99194 36.53167)
Algérie,Boutaleb,Point(5.32103 35.66024) | Point(5.10138893 35.81277847)
Algérie,Brezina (El Bayadh),Point(1.260767 33.0993793)
Algérie,Rahbat,Point(5.655277777 35.712222222)
Algérie,Remila,Point(6.9 35.569444444)
Algérie,M'Cif,Point(4.79093 35.32559)
Algérie,M'Fatha,Point(2.9317 35.88373)
Algérie,Maamora,Point(3.62027778 35.95833333) | Point(0.500264 34.6818)
Algérie,Kheireddine,Point(0.16861111 35.98111111) | Point(0.168829 35.9812012)
Algérie,Hasnaoua,Point(4.79538 36.1525)
Algérie,Sidi Fredj,Point(8.19528 36.1537)
Algérie,Toudja,Point(4.893293 36.758622)
Algérie,Mila,Point(6.262222222 36.448055555)
Algérie,Hanif,Point(4.26194444 36.33583333)
Algérie,Draa Smar,Point(2.71694444 36.27361111)
Algérie,Hammam Bou Hadjar,Point(-0.970555555 35.379166666)
Algérie,Hammam Righa,Point(2.4 36.383333333)
Algérie,Taher,Point(5.8982105 36.7720039)
Algérie,Souamaa,Point(4.66897 35.58704)
Algérie,El Haouch,Point(6.05138889 34.56194444)
Algérie,El Khemis,Point(2.595 35.28805556)
Algérie,Sefiane,Point(5.558055555 35.441388888)
Algérie,Taya,Point(5.95639 35.9714) | Point(7.11667 36.4667)
Algérie,Afir,Point(3.7029 36.767596)
Algérie,Oued Taourira,Point(-0.338888888 34.619722222)
Algérie,Rouached,Point(6.039722222 36.458333333)
Algérie,Tazoult,Point(6.25277778 35.48611111)
Algérie,Safsaf,Point(0.42833333 36.07527778)
Algérie,Saoula,Point(3.016666666 36.7)
Algérie,Haizer,Point(3.99917 36.39702)
Algérie,Hachem,Point(0.483333 35.366667)
Algérie,Tella,Point(5.7179 36.0069)
Algérie,Timezrit,Point(3.80625 36.6734) | Point(4.76667 36.65)
Algérie,Mers el-Kébir,Point(-0.706944444 35.728611111)
Algérie,Zarzour,Point(4.83371 35.08494)
Algérie,Beni Khellad,Point(-1.557226 35.172581)
Algérie,Beni Rached,Point(1.516027 36.280607)
Algérie,Chabet el Ameur,Point(3.7 36.63333333)
Algérie,Si Mustapha,Point(3.6153 36.7247)
Algérie,Saneg,Point(2.838888888 35.851388888)
Algérie,Aïn Sidi Cherif,Point(0.12527778 35.83305556)
Algérie,Aïn Kercha,Point(6.7 35.91666667)
Algérie,Aïn El Ibel,Point(3.21666667 34.35)
Algérie,Beni Lahcene,Point(1.68954 35.81298)
Algérie,Sed Rahal,Point(3.23111111 33.9425)
Algérie,Es Sénia,Point(-0.623888888 35.647777777)
Algérie,El Hamdania,Point(2.766388888 36.36175)
Algérie,Mocta Douz,Point(-0.05 35.6)
Algérie,Bab Ezzouar,Point(3.183333 36.716667)
Algérie,Béni Saf,Point(-1.383611111 35.302222222)
Algérie,Oued Chaaba,Point(6.077777777 35.504722222)
Algérie,Taourga,Point(3.946345 36.79378)
Algérie,Maghnia,Point(-1.7275 34.849444444)
Algérie,Ras El Miaad,Point(4.44944444 34.18472222)
Algérie,Chebli,Point(3.008333333 36.577777777)
Algérie,M'doukel,Point(5.171944444 35.129722222)
Algérie,Béjaïa,Point(5.064166666 36.751111111)
Algérie,Miliana,Point(2.222141 36.308446)
Algérie,Ouled Mansour,Point(4.97222222 35.54111111)
Algérie,Abi Youcef,Point(4.33342 36.551293)
Algérie,Aïn Bouchekif,Point(1.51055556 35.35583333)
Algérie,Aïn Charchar,Point(7.21972222 36.73111111)
Algérie,Aïn Kermes,Point(1.108074 34.908176)
Algérie,Aïn Maabed,Point(3.13333333 34.8)
Algérie,Aïn Rahma,Point(0.392777777 35.624722222)
Algérie,Aïn Romana,Point(2.71166667 36.42055556)
Algérie,Amourah,Point(3.87086 34.35431)
Algérie,Bir Ben Abed,Point(3.42672 36.21758)
Algérie,Birbouche,Point(2.483333333 36.1)
Algérie,Chahna,Point(5.9572034 36.6793738)
Algérie,Dréa,Point(7.883333 36.116667)
Algérie,El Feidh,Point(6.52222222 34.52138889)
Algérie,El Haçaiba,Point(-0.76666667 34.7)
Algérie,El Mahmal,Point(7.21305556 35.37388889)
Algérie,Guertoufa,Point(1.2560892 35.3930383)
Algérie,M'Cid,Point(-0.246087 35.138283)
Algérie,Ouled Moumen,Point(8.315833333 36.34)
Algérie,Oum Drou,Point(1.38333333 36.2)
Algérie,Sehala Thaoura,Point(-0.83166667 35.20111111)
Algérie,Sidi Abdeldjebar,Point(0.52333333 35.44277778)
Algérie,Sidi Saada,Point(0.342222222 35.677777777)
Algérie,Terraguelt,Point(7.597222222 35.883333333)
Algérie,Zouabi,Point(7.453611111 36.065)
Algérie,El Gor,Point(-1.15 34.63333333)
Algérie,Chréa,Point(2.87666667 36.42555556)
Algérie,Colla,Point(4.661944444 36.262777777)
Algérie,Oran,Point(-0.633055555 35.696944444)
Algérie,Bouchtata,Point(6.7971897 36.792481)
Algérie,El Ancer,Point(6.16666667 36.8)
Algérie,El Kerma,Point(-0.583333333 35.616666666)
Algérie,Aït Tizi,Point(5.12722222 36.55888889)
Algérie,Ouled Hamla,Point(6.46666667 36.08333333)
Algérie,Aïn Defla,Point(1.958333333 36.258333333)
Algérie,Maoklane,Point(5.0753 36.3971)
Algérie,Djillali Ben Amar,Point(0.849681 35.4445)
Algérie,Ighil Ali,Point(4.466666666 36.333333333)
Algérie,Bordj Badji Mokhtar,Point(0.954166666 21.328888888)
Algérie,Zaouiet Kounta,Point(-0.2 27.2167)
Algérie,Mahdia,Point(1.75 35.43333333)
Algérie,Naâma,Point(-0.311111111 33.267777777)
Algérie,Lakhdaria,Point(3.583333 36.616667)
Algérie,Aïn Berda,Point(7.583333333 36.65)
Algérie,Bouhachana,Point(7.50832 36.30626)
Algérie,El Achour,Point(2.991944444 36.733888888)
Algérie,Erg Ferradj,Point(-2.791388888 31.034722222)
Algérie,Gosbat,Point(5.459722222 35.647222222)
Algérie,Ighram,Point(4.50532 36.46295)
Algérie,Mahelma,Point(2.878333333 36.682777777)
Algérie,Zighoud Youcef,Point(6.71238 36.5331)
Algérie,Zoubiria,Point(2.9 36.066667)
Algérie,Lac des Oiseaux,Point(8.11666667 36.78333333)
Algérie,Aïn Touila,Point(7.466666666 35.443611111)
Algérie,Chellal,Point(4.383333 35.516667)
Algérie,M'Naguer,Point(6.351944444 33.126111111)
Algérie,Mamounia,Point(0.1406336 35.424798)
Algérie,Moudjbar,Point(2.8227 35.95064)
Algérie,Oued Athmania,Point(6.28611111 36.24972222)
Algérie,Ourmas,Point(6.780839 33.4136395)
Algérie,Yahia Beni Guecha,Point(5.992222222 36.392222222)
Algérie,Baghlia,Point(3.8612438 36.8155676)
Algérie,Oued Fodda,Point(1.53333333 36.18333333)
Algérie,Ouled Fares,Point(1.18333333 36.26666667)
Algérie,Ténès,Point(1.306388888 36.508055555)
Algérie,Oued El Alenda,Point(6.75722222 33.22888889)
Algérie,Oued M'Zi,Point(2.43695 33.92422)
Algérie,Ouled Ben Abdelkader,Point(1.27638889 36.02583333)
Algérie,Ouled Bouachra,Point(2.71194444 36.10166667)
Algérie,Ouled Khaled,Point(0.15277778 34.87666667)
Algérie,Ouled Rached,Point(4.11055556 36.21194444)
Algérie,Ouled Rahmoune,Point(6.705 36.18027778)
Algérie,Oum El Djalil,Point(2.62388889 35.8275)
Algérie,Oumache,Point(5.700531 34.6944852)
Algérie,Sidi Abderrahmane,Point(1.130277777 34.798611111) | Point(1.094166666 36.492777777)
Algérie,Sidi Ameur,Point(1.43303 33.7682) | Point(3.9 35.36666667)
Algérie,Sidi Baizid,Point(2.38333333 35.75)
Algérie,Sidi Daho des Zairs,Point(-0.90972222 35.11638889)
Algérie,Sidi Hadjeres,Point(4.03527778 35.67194444)
Algérie,Sidi Naamane,Point(3.123937 36.215056)
Algérie,Sidi Namane,Point(3.98388889 36.75805556)
Algérie,Souagui,Point(3.266666666 36.125)
Algérie,Souk El Thenine,Point(4.00861111 36.59416667)
Algérie,Tamsa,Point(3.92553 35.17374)
Algérie,Tessala Lemtaï,Point(5.985833333 36.569166666)
Algérie,Chellalat El Adhaoura,Point(3.41 35.94)
Algérie,Sidi Ladjel,Point(2.5 35.43333333)
Algérie,Zbarbar,Point(3.52588 36.48473)
Algérie,El Harrouch,Point(6.83638889 36.65305556)
Algérie,Fellaoucene,Point(-1.605892 35.035057)
Algérie,Aïn Merane,Point(0.97055556 36.16277778)
Algérie,Sfisef,Point(-0.2434158 35.2344028)
Algérie,Maafa,Point(5.9 35.266666666)
Algérie,Draâ El Mizan,Point(3.83333333 36.53333333)
Algérie,Sidi Abdelmoumen,Point(0.013888888 35.652777777)
Algérie,Sidi Lakhdar,Point(0.460556 36.1428) | Point(2.16173 36.2654)
Algérie,Sidi M'Hamed Benaouda,Point(0.58874 35.6041)
Algérie,Sidi Moussa,Point(3.083333333 36.6)
Algérie,Birine,Point(3.216667 35.633333)
Algérie,Youssoufia (Tissemsilt),Point(2.11275 35.9481)
Algérie,Arris,Point(6.344444444 35.258333333)
Algérie,Tighennif,Point(0.333 35.4167)
Algérie,Tamanrasset,Point(5.522777777 22.785)
Algérie,Birtouta,Point(2.998611111 36.645833333)
Algérie,Bouchegouf,Point(7.72976 36.47172)
Algérie,Bounoura,Point(3.703611111 32.4825)
Algérie,Naciria,Point(3.82889 36.7475) | Point(3.83333333 36.75)
Algérie,El Kouif,Point(8.31666667 35.5)
Algérie,El Ogla (El Oued),Point(6.95 33.25)
Algérie,El Hammamet,Point(2.990833333 36.813333333)
Algérie,Guelaat Bou Sbaa,Point(7.47527778 36.54583333)
Algérie,Marhoum,Point(-0.1950244 34.4460042)
